RawTable,CleansedTable,RawColumnName,CleansedColumnName,DataType,TransformTag,CustomTransform,Lookup
raw.ppm_0rpm_bucket_guid_id_text,cleansed.ppm_0rpm_bucket_guid_id_text,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_0rpm_decision_guid_attr,cleansed.ppm_0rpm_decision_guid_attr,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_0rpm_decision_guid_id_text,cleansed.ppm_0rpm_decision_guid_id_text,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_0rpm_decision_id_text,cleansed.ppm_0rpm_decision_id_text,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_0rpm_item_type_text,cleansed.ppm_0rpm_item_type_text,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_0rpm_port_guid_attr,cleansed.ppm_0rpm_port_guid_attr,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_0rpm_port_guid_id_text,cleansed.ppm_0rpm_port_guid_id_text,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_0wbs_elemt_attr,cleansed.ppm_0wbs_elemt_attr,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_0wbs_elemt_text,cleansed.ppm_0wbs_elemt_text,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_rpm_item_d,cleansed.ppm_rpm_item_d,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_ihpa,cleansed.ppm_ihpa,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_rpsco,cleansed.ppm_rpsco,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_rpm_relation_d,cleansed.ppm_rpm_relation_d,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_rpm_status_t,cleansed.ppm_rpm_status_t,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_tcj4t,cleansed.ppm_tcj4t,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_zept_sub_delpart,cleansed.ppm_zept_sub_delpart,EXTRACT_DATETIME,extract_datetime,String,,,
raw.ppm_0project_attr,cleansed.ppm_0project_attr,ZZFACILITY,facility,String,,,
raw.ppm_0wbs_elemt_attr,cleansed.ppm_0wbs_elemt_attr,ZZFACILITY,facility,String,,,
raw.ppm_0project_attr,cleansed.ppm_0project_attr,ZZFILE_NO,fileNo,String,,,
raw.ppm_0wbs_elemt_attr,cleansed.ppm_0wbs_elemt_attr,ZZFILE_NO,fileNo,String,,,
raw.ppm_rpm_relation_d,cleansed.ppm_rpm_relation_d,FIN_PERCENT,financialPercentage,Float,,,
