RawTable,CleansedTable,RawColumnName,CleansedColumnName,DataType,TransformTag,CustomTransform,Lookup
raw.crm_0crm_sales_act_1,cleansed.crm_0crm_sales_act_1,CODEGRUPPE,groupCode,String,,,
raw.crm_crmd_srv_subject,cleansed.crm_crmd_srv_subject,CODEGRUPPE,serviceSubjectCodeGroup,String,,,
raw.crm_0crm_srv_req_inci_h,cleansed.crm_0crm_srv_req_inci_h,CODEGRUPPE_C,codeGroupC,String,,,
raw.crm_0crm_srv_req_inci_h,cleansed.crm_0crm_srv_req_inci_h,CODEGRUPPE_D,codeGroupD,String,,,
raw.crm_crmc_proc_type,cleansed.crm_crmc_proc_type,COMM_DATE,commitmentDate,String,,,
raw.crm_crmd_partner,cleansed.crm_crmd_partner,COMP_PRD_DB,logicalVariableFlag,String,flag-x-true-false,,
raw.crm_0crm_srv_req_inci_h,cleansed.crm_0crm_srv_req_inci_h,COMPLETION_TS,completionDateTime,DateTime,int-utc-to-sydney-datetime,,
raw.crm_crmd_partner,cleansed.crm_crmd_partner,COMPRESSED,compressedRecordsFlag,String,flag-x-true-false,,
raw.crm_crmd_erms_header,cleansed.crm_crmd_erms_header,CON_DIRECT,connectionDirection,String,,,
raw.crm_crmd_erms_header,cleansed.crm_crmd_erms_header,CON_ID,emailID,String,trimcoalesce,,
