Labware Extractor,Labware Field,Labware Field Description,UniqueKey,ForeignKey,DataType,ReferenceTableIndicator,RawTable,CleansedTable,RawColumnName,CleansedColumnName,TransformTag,CustomTransform,Lookup
ACCOUNT,account_number,,Y,,BIGINT,,raw.labware_account,cleansed.labware_account,account_number,accountNumber,trimcoalesce,,
ACCOUNT,customer,,,,STRING,,raw.labware_account,cleansed.labware_account,customer,customer,,,
ACCOUNT,changed_by,,,,STRING,,raw.labware_account,cleansed.labware_account,changed_by,changedBy,,,
ACCOUNT,changed_on,,,,DATE,,raw.labware_account,cleansed.labware_account,changed_on,changedOn,,,
ACCOUNT,removed,,,,STRING,,raw.labware_account,cleansed.labware_account,removed,removed,flag-TorF-yes-no,,
ACCOUNT,description,,,,STRING,,raw.labware_account,cleansed.labware_account,description,description,,,
ACCOUNT,on_hold,,,,STRING,,raw.labware_account,cleansed.labware_account,on_hold,onHold,flag-TorF-yes-no,,
ACCOUNT,invoice_to,,,,STRING,,raw.labware_account,cleansed.labware_account,invoice_to,invoiceTo,,,
ACCOUNT,copy_1_to,,,,STRING,,raw.labware_account,cleansed.labware_account,copy_1_to,copy1To,,,
ACCOUNT,copy_2_to,,,,STRING,,raw.labware_account,cleansed.labware_account,copy_2_to,copy2To,,,
ACCOUNT,group_name,,,,STRING,,raw.labware_account,cleansed.labware_account,group_name,groupName,,,
ACCOUNT,tax_plan,,,,STRING,,raw.labware_account,cleansed.labware_account,tax_plan,taxPlan,,,
ACCOUNT,ext_link,,,,STRING,,raw.labware_account,cleansed.labware_account,ext_link,extLink,,,
ADDRESS_BOOK,name,,Y,,STRING,,raw.labware_address_book,cleansed.labware_address_book,name,name,trimcoalesce,,
ADDRESS_BOOK,changed_by,,,,STRING,,raw.labware_address_book,cleansed.labware_address_book,changed_by,changedBy,,,
ADDRESS_BOOK,changed_on,,,,DATE,,raw.labware_address_book,cleansed.labware_address_book,changed_on,changedOn,,,
ADDRESS_BOOK,removed,,,,STRING,,raw.labware_address_book,cleansed.labware_address_book,removed,removed,flag-TorF-yes-no,,
ADDRESS_BOOK,description,,,,STRING,,raw.labware_address_book,cleansed.labware_address_book,description,description,,,
ADDRESS_BOOK,group_name,,,,STRING,,raw.labware_address_book,cleansed.labware_address_book,group_name,groupName,,,
ADDRESS_BOOK,ext_link,,,,STRING,,raw.labware_address_book,cleansed.labware_address_book,ext_link,extLink,,,
ADDRESS_BOOK,default_view,,,,STRING,,raw.labware_address_book,cleansed.labware_address_book,default_view,labwareFormDisplay,,,
ADDRESS_BOOK,template,,,,STRING,,raw.labware_address_book,cleansed.labware_address_book,template,template,,,
ADDRESS_BOOK,cache_entries,,,,STRING,,raw.labware_address_book,cleansed.labware_address_book,cache_entries,cacheEntries,flag-TorF-yes-no,,
ALGAL_MNEMONICS,name,,Y,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,name,name,trimcoalesce,,
ALGAL_MNEMONICS,old_name,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,old_name,oldName,,,
ALGAL_MNEMONICS,mn_id,,,,BIGINT,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,mn_id,mnId,,,
ALGAL_MNEMONICS,description,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,description,description,,,
ALGAL_MNEMONICS,changed_on,,,,DATE,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,changed_on,changedOn,,,
ALGAL_MNEMONICS,changed_by,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,changed_by,changedBy,,,
ALGAL_MNEMONICS,ext_link,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,ext_link,extLink,,,
ALGAL_MNEMONICS,removed,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,removed,removed,flag-TorF-yes-no,,
ALGAL_MNEMONICS,group_name,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,group_name,groupName,,,
ALGAL_MNEMONICS,hist_lake_biovol,,,,"DECIMAL(12,4)",,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,hist_lake_biovol,algaeHistoricalLakeBioVolumeFactor,,,
ALGAL_MNEMONICS,hist_river_biovol,,,,"DECIMAL(12,4)",,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,hist_river_biovol,algaeHistoricalRiverBioVolumeFactor,,,
ALGAL_MNEMONICS,measurement_details,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,measurement_details,measurementDetails,,,
ALGAL_MNEMONICS,significance,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,significance,algaeSignificancelistComment,,,
ALGAL_MNEMONICS,phylum,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,phylum,algaePhylumName,,,
ALGAL_MNEMONICS,family,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,family,family,,,
ALGAL_MNEMONICS,genus,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,genus,genus,,,
ALGAL_MNEMONICS,species,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,species,species,,,
ALGAL_MNEMONICS,old_pcode,,,,"DECIMAL(12,4)",,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,old_pcode,oldPcode,,,
ALGAL_MNEMONICS,hist_lake_asu1,,,,"DECIMAL(12,4)",,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,hist_lake_asu1,algaeHistoricalLakeASUFactor,,,
ALGAL_MNEMONICS,hist_river_asu1,,,,"DECIMAL(12,4)",,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,hist_river_asu1,algaeHistoricalRiverASUFactor,,,
ALGAL_MNEMONICS,algal_group,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,algal_group,algalGroup,,,
ALGAL_MNEMONICS,lake_biovol,,,,"DECIMAL(12,4)",,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,lake_biovol,AlgaeSWCmeasuredBioVolumeFactor,,,
ALGAL_MNEMONICS,lake_asu,,,,"DECIMAL(12,4)",,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,lake_asu,algaeSWCMeasuredASUFactor,,,
ALGAL_MNEMONICS,ext_biovol,,,,"DECIMAL(12,4)",,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,ext_biovol,extBiovol,,,
ALGAL_MNEMONICS,ext_asu,,,,"DECIMAL(12,4)",,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,ext_asu,extAsu,,,
ALGAL_MNEMONICS,num_cells_measured,,,,"DECIMAL(12,4)",,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,num_cells_measured,algaeMeasuredForMeasuredFactors,,,
ALGAL_MNEMONICS,date_updated,,,,DATE,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,date_updated,dateUpdated,,,
ALGAL_MNEMONICS,updated_by,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,updated_by,updatedBy,,,
ALGAL_MNEMONICS,phycode,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,phycode,algaeSWCPhylumCode,,,
ALGAL_MNEMONICS,pot_toxic,,,,STRING,,raw.labware_algal_mnemonics,cleansed.labware_algal_mnemonics,pot_toxic,potToxic,flag-TorF-yes-no,,
ANALYSIS,name,,Y,,STRING,,raw.labware_analysis,cleansed.labware_analysis,name,analysisName,trimcoalesce,,
ANALYSIS,version,,Y,,BIGINT,,raw.labware_analysis,cleansed.labware_analysis,version,version,trimcoalesce,,
ANALYSIS,analysis_precis,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,analysis_precis,analysisPrecis,,,
ANALYSIS,reported_name,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,reported_name,reportedName,,,
ANALYSIS,common_name,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,common_name,commonName,,,
ANALYSIS,analysis_type,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,analysis_type,analysisType,,,
ANALYSIS,description,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,description,description,,,
ANALYSIS,alias_name,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,alias_name,aliasName,,,
ANALYSIS,lab,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,lab,lab,,,
ANALYSIS,inst_group,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,inst_group,instrumentGroup,,,
ANALYSIS,instrument,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,instrument,instrument,,,
ANALYSIS,test_location,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,test_location,testLocation,,,
ANALYSIS,alias_method,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,alias_method,aliasMethod,,,
ANALYSIS,container,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,container,container,,,
ANALYSIS,reference_method,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,reference_method,referenceMethod,,,
ANALYSIS,expected_date,,,,BIGINT,,raw.labware_analysis,cleansed.labware_analysis,expected_date,turnaroundTime,,,
ANALYSIS,group_name,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,group_name,groupName,,,
ANALYSIS,cost_units,,,,"DECIMAL(22,10)",,raw.labware_analysis,cleansed.labware_analysis,cost_units,costUnits,,,
ANALYSIS,reqd_volume,,,,"DECIMAL(22,10)",,raw.labware_analysis,cleansed.labware_analysis,reqd_volume,reqdVolume,,,
ANALYSIS,destructive,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,destructive,destructive,,,
ANALYSIS,parameter_name,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,parameter_name,parameterName,,,
ANALYSIS,parameter_tag,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,parameter_tag,parameterTag,,,
ANALYSIS,display_message,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,display_message,displayMessage,,,
ANALYSIS,key_contact,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,key_contact,keyContact,,,
ANALYSIS,changed_on,,,,DATE,,raw.labware_analysis,cleansed.labware_analysis,changed_on,changedOn,,,
ANALYSIS,changed_by,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,changed_by,changedBy,,,
ANALYSIS,removed,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,removed,removed,flag-TorF-yes-no,,
ANALYSIS,ext_link,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,ext_link,extLink,,,
ANALYSIS,active,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,active,active,flag-TorF-yes-no,,
ANALYSIS,test_template,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,test_template,testTemplate,,,
ANALYSIS,batch_link,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,batch_link,batchLink,,,
ANALYSIS,auto_authorize,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,auto_authorize,autoAuthorize,,,
ANALYSIS,auto_reject,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,auto_reject,autoReject,,,
ANALYSIS,calc_on_save,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,calc_on_save,calcOnSave,flag-TorF-yes-no,,
ANALYSIS,store_incmp_opts,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,store_incmp_opts,storeIncmpOpts,,,
ANALYSIS,row_id,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,row_id,rowId,,,
ANALYSIS,ekams_method_code,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,ekams_method_code,ekamsMethodCode,,,
ANALYSIS,analysis_literal,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,analysis_literal,analysisLiteral,,,
ANALYSIS,attribute_1,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,attribute_1,testParameter1,,,
ANALYSIS,attribute_2,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,attribute_2,testParameter2,,,
ANALYSIS,attribute_3,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,attribute_3,testParameter3,,,
ANALYSIS,attribute_4,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,attribute_4,testParameter4,,,
ANALYSIS,attribute_5,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,attribute_5,testParameter5,,,
ANALYSIS,attribute_6,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,attribute_6,testParameter6,,,
ANALYSIS,disp_flds,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,disp_flds,dispFlds,,,
ANALYSIS,swc_create_date,,,,DATE,,raw.labware_analysis,cleansed.labware_analysis,swc_create_date,swcCreateDate,,,
ANALYSIS,swc_cancel_date,,,,DATE,,raw.labware_analysis,cleansed.labware_analysis,swc_cancel_date,swcCancelDate,,,
ANALYSIS,aliquot_group,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,aliquot_group,aliquotGroup,,,
ANALYSIS,split_replicates,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,split_replicates,splitReplicates,,,
ANALYSIS,cross_sample,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,cross_sample,crossSample,,,
ANALYSIS,sample_type,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,sample_type,sampleType,,,
ANALYSIS,container_type,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,container_type,containerType,,,
ANALYSIS,storage_condition,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,storage_condition,storageCondition,,,
ANALYSIS,approval_role,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,approval_role,approvalRole,,,
ANALYSIS,quick_code,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,quick_code,quickCode,,,
ANALYSIS,volume_units,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,volume_units,volumeUnits,,,
ANALYSIS,hide_on_order_form,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,hide_on_order_form,hideOnOrderForm,,,
ANALYSIS,test_sequence_no,,,,BIGINT,,raw.labware_analysis,cleansed.labware_analysis,test_sequence_no,testSequenceNo,,,
ANALYSIS,double_entry,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,double_entry,doubleEntry,,,
ANALYSIS,swc_analysis_type,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,swc_analysis_type,swcAnalysisType,,,
ANALYSIS,swc_cost_group,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,swc_cost_group,swcCostGroup,,,
ANALYSIS,swc_mos_group,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,swc_mos_group,swcMosGroup,,,
ANALYSIS,t_uncertainty_calc,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,t_uncertainty_calc,tUncertaintyCalc,,,
ANALYSIS,transfer_uses_inst,,,,STRING,,raw.labware_analysis,cleansed.labware_analysis,transfer_uses_inst,transferUsesInst,,,
ANALYSIS_LIMITS,limit_number,,Y,,BIGINT,,raw.labware_analysis_limits,cleansed.labware_analysis_limits,limit_number,limitNumber,trimcoalesce,,
ANALYSIS_LIMITS,analysis,,Y,,STRING,,raw.labware_analysis_limits,cleansed.labware_analysis_limits,analysis,analysis,trimcoalesce,,
ANALYSIS_LIMITS,version,,Y,,BIGINT,,raw.labware_analysis_limits,cleansed.labware_analysis_limits,version,version,trimcoalesce,,
ANALYSIS_LIMITS,component,,,,STRING,,raw.labware_analysis_limits,cleansed.labware_analysis_limits,component,component,,,
ANALYSIS_LIMITS,sample_type,,,,STRING,,raw.labware_analysis_limits,cleansed.labware_analysis_limits,sample_type,qcSampleType,,,
ANALYSIS_LIMITS,order_number,,,,BIGINT,,raw.labware_analysis_limits,cleansed.labware_analysis_limits,order_number,orderNumber,,,
ANALYSIS_LIMITS,min_limit,,,,STRING,,raw.labware_analysis_limits,cleansed.labware_analysis_limits,min_limit,minLimit,,,
ANALYSIS_LIMITS,max_limit,,,,STRING,,raw.labware_analysis_limits,cleansed.labware_analysis_limits,max_limit,maxLimit,,,
ANALYSIS_LIMITS,location,,,,STRING,,raw.labware_analysis_limits,cleansed.labware_analysis_limits,location,location,,,
ANALYSIS_TYPES,name,,Y,,STRING,,raw.labware_analysis_types,cleansed.labware_analysis_types,name,name,trimcoalesce,,
ANALYSIS_TYPES,description,,,,STRING,,raw.labware_analysis_types,cleansed.labware_analysis_types,description,description,,,
ANALYSIS_TYPES,group_name,,,,STRING,,raw.labware_analysis_types,cleansed.labware_analysis_types,group_name,groupName,,,
ANALYSIS_TYPES,changed_on,,,,DATE,,raw.labware_analysis_types,cleansed.labware_analysis_types,changed_on,changedOn,,,
ANALYSIS_TYPES,changed_by,,,,STRING,,raw.labware_analysis_types,cleansed.labware_analysis_types,changed_by,changedBy,,,
ANALYSIS_TYPES,removed,,,,STRING,,raw.labware_analysis_types,cleansed.labware_analysis_types,removed,removed,flag-TorF-yes-no,,
ANALYSIS_TYPES,ext_link,,,,STRING,,raw.labware_analysis_types,cleansed.labware_analysis_types,ext_link,extLink,,,
ANALYSIS_VARIATION,analysis,,Y,,STRING,,raw.labware_analysis_variation,cleansed.labware_analysis_variation,analysis,analysis,trimcoalesce,,
ANALYSIS_VARIATION,variation,,Y,,STRING,,raw.labware_analysis_variation,cleansed.labware_analysis_variation,variation,variation,trimcoalesce,,
ANALYSIS_VARIATION,version,,Y,,BIGINT,,raw.labware_analysis_variation,cleansed.labware_analysis_variation,version,version,trimcoalesce,,
ANALYSIS_VARIATION,description,,,,STRING,,raw.labware_analysis_variation,cleansed.labware_analysis_variation,description,description,,,
ANALYSIS_VARIATION,order_number,,,,BIGINT,,raw.labware_analysis_variation,cleansed.labware_analysis_variation,order_number,orderNumber,,,
ANALYSIS_VARIATION,blanks_override,,,,STRING,,raw.labware_analysis_variation,cleansed.labware_analysis_variation,blanks_override,blanksOverride,,,
APPROVAL,approval_id,,Y,,BIGINT,,raw.labware_approval,cleansed.labware_approval,approval_id,approvalId,trimcoalesce,,
APPROVAL,approval_routing,,,,STRING,,raw.labware_approval,cleansed.labware_approval,approval_routing,approvalRouting,,,
APPROVAL,approval_group,,,,STRING,,raw.labware_approval,cleansed.labware_approval,approval_group,approvalGroup,,,
APPROVAL,approval_status,,,,STRING,,raw.labware_approval,cleansed.labware_approval,approval_status,approvalStatus,,,
APPROVAL,approval_start,,,,DATE,,raw.labware_approval,cleansed.labware_approval,approval_start,approvalStart,,,
APPROVAL,approval_complete,,,,DATE,,raw.labware_approval,cleansed.labware_approval,approval_complete,approvalComplete,,,
APPROVAL,table_name,,,,STRING,,raw.labware_approval,cleansed.labware_approval,table_name,tableName,,,
APPROVAL,record_key,,,,STRING,,raw.labware_approval,cleansed.labware_approval,record_key,recordKey,,,
APPROVAL,record_version,,,,BIGINT,,raw.labware_approval,cleansed.labware_approval,record_version,recordVersion,,,
APPROVAL,report_format,,,,STRING,,raw.labware_approval,cleansed.labware_approval,report_format,reportFormat,,,
APPROVAL,approval_report,,,,STRING,,raw.labware_approval,cleansed.labware_approval,approval_report,approvalReport,,,
APPROVAL,canceled_reason,,,,STRING,,raw.labware_approval,cleansed.labware_approval,canceled_reason,canceledReason,,,
APPROVAL,canceled_by,,,,STRING,,raw.labware_approval,cleansed.labware_approval,canceled_by,canceledBy,,,
APPROVAL,canceled_on,,,,DATE,,raw.labware_approval,cleansed.labware_approval,canceled_on,canceledOn,,,
APPROVAL_DETAILS,approval_id,,Y,,BIGINT,,raw.labware_approval_details,cleansed.labware_approval_details,approval_id,approvalId,trimcoalesce,,
APPROVAL_DETAILS,approval_step,,Y,,STRING,,raw.labware_approval_details,cleansed.labware_approval_details,approval_step,approvalStep,trimcoalesce,,
APPROVAL_DETAILS,approval_role,,,,STRING,,raw.labware_approval_details,cleansed.labware_approval_details,approval_role,approvalRole,,,
APPROVAL_DETAILS,approval_reason,,,,STRING,,raw.labware_approval_details,cleansed.labware_approval_details,approval_reason,approvalReason,,,
APPROVAL_DETAILS,approval_order,,,,BIGINT,,raw.labware_approval_details,cleansed.labware_approval_details,approval_order,approvalOrder,,,
APPROVAL_DETAILS,date_assigned,,,,DATE,,raw.labware_approval_details,cleansed.labware_approval_details,date_assigned,dateAssigned,,,
APPROVAL_DETAILS,date_approval_due,,,,DATE,,raw.labware_approval_details,cleansed.labware_approval_details,date_approval_due,dateApprovalDue,,,
APPROVAL_DETAILS,date_approved,,,,DATE,,raw.labware_approval_details,cleansed.labware_approval_details,date_approved,dateApproved,,,
APPROVAL_DETAILS,assigned_to,,,,STRING,,raw.labware_approval_details,cleansed.labware_approval_details,assigned_to,assignedTo,,,
APPROVAL_DETAILS,approved,,,,STRING,,raw.labware_approval_details,cleansed.labware_approval_details,approved,approved,flag-TorF-yes-no,,
APPROVAL_DETAILS,approved_by,,,,STRING,,raw.labware_approval_details,cleansed.labware_approval_details,approved_by,approvedBy,,,
APPROVAL_DETAILS,full_user_name,,,,STRING,,raw.labware_approval_details,cleansed.labware_approval_details,full_user_name,fullUserName,,,
APPROVAL_DETAILS,assigned,,,,STRING,,raw.labware_approval_details,cleansed.labware_approval_details,assigned,assigned,,,
APPROVAL_DETAILS,wait_timeout,,,,BIGINT,,raw.labware_approval_details,cleansed.labware_approval_details,wait_timeout,waitTimeout,,,
APPROVAL_DETAILS,send_alerts,,,,STRING,,raw.labware_approval_details,cleansed.labware_approval_details,send_alerts,sendAlerts,,,
APPROVAL_DETAILS,send_email,,,,STRING,,raw.labware_approval_details,cleansed.labware_approval_details,send_email,sendEmail,,,
APPROVAL_DETAILS,approval_comment,,,,STRING,,raw.labware_approval_details,cleansed.labware_approval_details,approval_comment,approvalComment,,,
APPROVAL_DETAILS,rtf_comment,,,,STRING,,raw.labware_approval_details,cleansed.labware_approval_details,rtf_comment,rtfComment,,,
APPROVAL_DETAILS,html_comment,,,,STRING,,raw.labware_approval_details,cleansed.labware_approval_details,html_comment,htmlComment,,,
BATCH,name,,Y,,STRING,,raw.labware_batch,cleansed.labware_batch,name,name,trimcoalesce,,
BATCH,description,,,,STRING,,raw.labware_batch,cleansed.labware_batch,description,description,,,
BATCH,object_class,,,,STRING,,raw.labware_batch,cleansed.labware_batch,object_class,objectClass,,,
BATCH,ext_link,,,,STRING,,raw.labware_batch,cleansed.labware_batch,ext_link,extLink,,,
BATCH,global_flag,,,,STRING,,raw.labware_batch,cleansed.labware_batch,global_flag,globalFlag,flag-TorF-yes-no,,
BATCH,group_name,,,,STRING,,raw.labware_batch,cleansed.labware_batch,group_name,groupName,,,
BATCH,template,,,,STRING,,raw.labware_batch,cleansed.labware_batch,template,template,,,
BATCH,note,,,,STRING,,raw.labware_batch,cleansed.labware_batch,note,note,,,
BATCH,changed_on,,,,DATE,,raw.labware_batch,cleansed.labware_batch,changed_on,changedOn,,,
BATCH,changed_by,,,,STRING,,raw.labware_batch,cleansed.labware_batch,changed_by,changedBy,,,
BATCH,created_by,,,,STRING,,raw.labware_batch,cleansed.labware_batch,created_by,createdBy,,,
BATCH,date_created,,,,DATE,,raw.labware_batch,cleansed.labware_batch,date_created,dateCreated,,,
BATCH,batch_comment,,,,STRING,,raw.labware_batch,cleansed.labware_batch,batch_comment,batchComment,,,
BATCH,owner,,,,STRING,,raw.labware_batch,cleansed.labware_batch,owner,owner,,,
BATCH,template_version,,,,BIGINT,,raw.labware_batch,cleansed.labware_batch,template_version,templateVersion,,,
BATCH,instrument,,,,STRING,,raw.labware_batch,cleansed.labware_batch,instrument,instrument,,,
BATCH,batch_type,,,,STRING,,raw.labware_batch,cleansed.labware_batch,batch_type,batchType,,,
BATCH,batch_status,,,,STRING,,raw.labware_batch,cleansed.labware_batch,batch_status,batchStatus,,,
BATCH,assign_to_objects,,,,STRING,,raw.labware_batch,cleansed.labware_batch,assign_to_objects,assignToObjects,flag-TorF-yes-no,,
BATCH,analysis_link_field,,,,STRING,,raw.labware_batch,cleansed.labware_batch,analysis_link_field,analysisLinkField,,,
BATCH,analysis_link_key,,,,STRING,,raw.labware_batch,cleansed.labware_batch,analysis_link_key,analysisLinkKey,,,
BATCH,change_link_key,,,,STRING,,raw.labware_batch,cleansed.labware_batch,change_link_key,changeLinkKey,flag-TorF-yes-no,,
BATCH,closed,,,,STRING,,raw.labware_batch,cleansed.labware_batch,closed,closed,flag-TorF-yes-no,,
BATCH,refresh_interval,,,,BIGINT,,raw.labware_batch,cleansed.labware_batch,refresh_interval,refreshInterval,,,
BATCH,swc_location,,,,STRING,,raw.labware_batch,cleansed.labware_batch,swc_location,swcLocation,,,
BATCH,variation,,,,STRING,,raw.labware_batch,cleansed.labware_batch,variation,variation,,,
BATCH,signed,,,,STRING,,raw.labware_batch,cleansed.labware_batch,signed,signed,,,
BATCH,investigated,,,,STRING,,raw.labware_batch,cleansed.labware_batch,investigated,investigated,,,
BATCH,swc_performance_date,,,,DATE,,raw.labware_batch,cleansed.labware_batch,swc_performance_date,swcPerformanceDate,,,
BATCH_COMPONENT,template,,Y,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,template,template,trimcoalesce,,
BATCH_COMPONENT,name,,Y,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,name,name,trimcoalesce,,
BATCH_COMPONENT,version,,Y,,BIGINT,,raw.labware_batch_component,cleansed.labware_batch_component,version,version,trimcoalesce,,
BATCH_COMPONENT,order_number,,,,BIGINT,,raw.labware_batch_component,cleansed.labware_batch_component,order_number,orderNumber,,,
BATCH_COMPONENT,result_type,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,result_type,resultType,,,
BATCH_COMPONENT,units,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,units,units,,,
BATCH_COMPONENT,minimum,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,minimum,minimum,,,
BATCH_COMPONENT,maximum,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,maximum,maximum,,,
BATCH_COMPONENT,allow_out,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,allow_out,allowoutOfRange,flag-TorF-yes-no,,
BATCH_COMPONENT,places,,,,BIGINT,,raw.labware_batch_component,cleansed.labware_batch_component,places,places,,,
BATCH_COMPONENT,num_replicates,,,,BIGINT,,raw.labware_batch_component,cleansed.labware_batch_component,num_replicates,numReplicates,,,
BATCH_COMPONENT,uses_codes,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,uses_codes,usesCodes,,,
BATCH_COMPONENT,auto_calc,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,auto_calc,autoCalc,,,
BATCH_COMPONENT,list_key,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,list_key,listKey,,,
BATCH_COMPONENT,allow_cancel,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,allow_cancel,allowCancel,flag-TorF-yes-no,,
BATCH_COMPONENT,cas_number,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,cas_number,casNumber,,,
BATCH_COMPONENT,alias_name,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,alias_name,aliasName,,,
BATCH_COMPONENT,reportable,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,reportable,reportable,flag-TorF-yes-no,,
BATCH_COMPONENT,optional,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,optional,optional,,,
BATCH_COMPONENT,round,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,round,round,flag-TorF-yes-no,,
BATCH_COMPONENT,clamp_low,,,,STRING,,raw.labware_batch_component,cleansed.labware_batch_component,clamp_low,lowerLimitDisplayValue,,,
