date,deliverySystem,Value
1/02/2014,Cascades,15.23326066
1/02/2014,Greaves Creek,3.218260683
1/02/2014,Blue Mtns,18.45152135
1/02/2014,Orchard Hills,83.80762418
1/02/2014,Cascade + Orchard Hills ,102.2591455
1/02/2014,Illawara,98.71201515
1/02/2014,Illawarra Unfiltered,13.3
1/02/2014,Macarthur,114.6494809
1/02/2014,Nepean,15.97660175
1/02/2014,Richmond Windsor,26.22231474
1/02/2014,Warragamba,5.036961265
1/02/2014,Woronora,35.30428598
1/02/2014,Prospect North,301.9401905
1/02/2014,Prospect South,138.7147577
1/02/2014,Ryde,259.8883657
1/02/2014,Kurnell WT0155,0
1/02/2014,Prospect East,181.9106972
1/02/2014,Potts Hill,555.9163756
1/02/2014,Potts Hill + Prospect East + Kurnell,737.8270728
1/02/2014,Total Prospect + Kurnell,1438.370387
1/02/2014,Tariff Meters,1438.370387
1/02/2014,Total Demand,1836.531192
1/02/2014,Total flow,1838.89
1/02/2014,Illawarra Filtered,85.41201515
2/02/2014,Cascades,15.90051812
2/02/2014,Greaves Creek,3.06699653
2/02/2014,Blue Mtns,18.96751465
2/02/2014,Orchard Hills,88.01793264
2/02/2014,Cascade + Orchard Hills ,106.9854473
2/02/2014,Illawara,92.86778889
2/02/2014,Illawarra Unfiltered,3.64
2/02/2014,Macarthur,119.8756269
2/02/2014,Nepean,18.92282723
2/02/2014,Richmond Windsor,26.61599244
2/02/2014,Warragamba,5.456946295
2/02/2014,Woronora,37.86195403
2/02/2014,Prospect North,308.8270436
2/02/2014,Prospect South,131.582714
2/02/2014,Ryde,271.8660478
2/02/2014,Kurnell WT0155,0
2/02/2014,Prospect East,184.4762813
2/02/2014,Potts Hill,557.919794
2/02/2014,Potts Hill + Prospect East + Kurnell,742.3960753
2/02/2014,Total Prospect + Kurnell,1454.671881
2/02/2014,Tariff Meters,1454.671881
2/02/2014,Total Demand,1863.258464
2/02/2014,Total flow,1903.34
2/02/2014,Illawarra Filtered,89.22778889
3/02/2014,Cascades,16.26504232
3/02/2014,Greaves Creek,3.006136945
3/02/2014,Blue Mtns,19.27117926
3/02/2014,Orchard Hills,94.08937426
3/02/2014,Cascade + Orchard Hills ,113.3605535
3/02/2014,Illawara,94.88528384
3/02/2014,Illawarra Unfiltered,4.08
3/02/2014,Macarthur,121.3623391
3/02/2014,Nepean,17.97943081
3/02/2014,Richmond Windsor,27.8071008
3/02/2014,Warragamba,5.81009445
3/02/2014,Woronora,41.29534389
3/02/2014,Prospect North,323.809763
3/02/2014,Prospect South,135.2013855
3/02/2014,Ryde,291.5728771
3/02/2014,Kurnell WT0155,0
3/02/2014,Prospect East,172.272005
3/02/2014,Potts Hill,573.3645793
3/02/2014,Potts Hill + Prospect East + Kurnell,745.6365843
3/02/2014,Total Prospect + Kurnell,1496.22061
3/02/2014,Tariff Meters,1496.22061
3/02/2014,Total Demand,1918.720756
3/02/2014,Total flow,1884.3
3/02/2014,Illawarra Filtered,90.80528384
4/02/2014,Cascades,14.30142741
4/02/2014,Greaves Creek,2.472707432
4/02/2014,Blue Mtns,16.77413484
4/02/2014,Orchard Hills,83.61811802
4/02/2014,Cascade + Orchard Hills ,100.3922529
4/02/2014,Illawara,91.05430202
4/02/2014,Illawarra Unfiltered,4.04
4/02/2014,Macarthur,116.1203013
4/02/2014,Nepean,17.95496307
4/02/2014,Richmond Windsor,26.78693066
4/02/2014,Warragamba,5.38583191
4/02/2014,Woronora,35.22915692
4/02/2014,Prospect North,306.8705529
4/02/2014,Prospect South,139.8117434
4/02/2014,Ryde,254.7069148
4/02/2014,Kurnell WT0155,0
4/02/2014,Prospect East,151.8221273
4/02/2014,Potts Hill,599.8981251
4/02/2014,Potts Hill + Prospect East + Kurnell,751.7202524
4/02/2014,Total Prospect + Kurnell,1453.109464
4/02/2014,Tariff Meters,1453.109464
4/02/2014,Total Demand,1846.033202
4/02/2014,Total flow,1830.03
4/02/2014,Illawarra Filtered,87.01430202
5/02/2014,Cascades,10.36400783
5/02/2014,Greaves Creek,1.974583079
5/02/2014,Blue Mtns,12.33859091
5/02/2014,Orchard Hills,58.87464854
5/02/2014,Cascade + Orchard Hills ,71.21323945
5/02/2014,Illawara,80.77667273
5/02/2014,Illawarra Unfiltered,5.61
5/02/2014,Macarthur,88.46391477
5/02/2014,Nepean,15.83682665
5/02/2014,Richmond Windsor,17.19579874
5/02/2014,Warragamba,3.537476331
5/02/2014,Woronora,26.75514716
5/02/2014,Prospect North,226.5177161
5/02/2014,Prospect South,104.3321196
5/02/2014,Ryde,221.9918059
5/02/2014,Kurnell WT0155,0
5/02/2014,Prospect East,128.0654835
5/02/2014,Potts Hill,544.589399
5/02/2014,Potts Hill + Prospect East + Kurnell,672.6548825
5/02/2014,Total Prospect + Kurnell,1225.496524
5/02/2014,Tariff Meters,1225.496524
5/02/2014,Total Demand,1529.2756
5/02/2014,Total flow,1675.03
5/02/2014,Illawarra Filtered,75.16667273
6/02/2014,Cascades,10.18159617
6/02/2014,Greaves Creek,2.070533717
6/02/2014,Blue Mtns,12.25212988
6/02/2014,Orchard Hills,65.53724219
6/02/2014,Cascade + Orchard Hills ,77.78937207
6/02/2014,Illawara,84.3388697
6/02/2014,Illawarra Unfiltered,2.6
6/02/2014,Macarthur,90.88946061
6/02/2014,Nepean,15.07106832
6/02/2014,Richmond Windsor,18.58854415
6/02/2014,Warragamba,2.80596701
6/02/2014,Woronora,29.76152318
6/02/2014,Prospect North,231.1062044
6/02/2014,Prospect South,116.4148148
6/02/2014,Ryde,223.5881349
6/02/2014,Kurnell WT0155,0
6/02/2014,Prospect East,120.9426909
6/02/2014,Potts Hill,570.5263466
6/02/2014,Potts Hill + Prospect East + Kurnell,691.4690375
6/02/2014,Total Prospect + Kurnell,1262.578192
6/02/2014,Tariff Meters,1262.578192
6/02/2014,Total Demand,1581.822997
6/02/2014,Total flow,1382.99
6/02/2014,Illawarra Filtered,81.7388697
7/02/2014,Cascades,10.09799838
7/02/2014,Greaves Creek,1.669025188
7/02/2014,Blue Mtns,11.76702357
7/02/2014,Orchard Hills,72.53041449
7/02/2014,Cascade + Orchard Hills ,84.29743806
7/02/2014,Illawara,88.32669192
7/02/2014,Illawarra Unfiltered,6.11
7/02/2014,Macarthur,100.340704
7/02/2014,Nepean,15.97063705
7/02/2014,Richmond Windsor,20.46239375
7/02/2014,Warragamba,4.918077162
7/02/2014,Woronora,29.34183427
7/02/2014,Prospect North,279.5380949
7/02/2014,Prospect South,120.6051832
7/02/2014,Ryde,221.4546031
7/02/2014,Kurnell WT0155,0
7/02/2014,Prospect East,130.0770353
7/02/2014,Potts Hill,583.3030306
7/02/2014,Potts Hill + Prospect East + Kurnell,713.3800658
7/02/2014,Total Prospect + Kurnell,1334.977947
7/02/2014,Tariff Meters,1334.977947
7/02/2014,Total Demand,1678.635723
7/02/2014,Total flow,1623.58
7/02/2014,Illawarra Filtered,82.21669192
8/02/2014,Cascades,12.6577309
8/02/2014,Greaves Creek,2.353281957
8/02/2014,Blue Mtns,15.01101286
8/02/2014,Orchard Hills,80.27951184
8/02/2014,Cascade + Orchard Hills ,95.2905247
8/02/2014,Illawara,96.26293636
8/02/2014,Illawarra Unfiltered,8.56
8/02/2014,Macarthur,110.6198185
8/02/2014,Nepean,17.24491325
8/02/2014,Richmond Windsor,24.70703899
8/02/2014,Warragamba,4.769771759
8/02/2014,Woronora,33.30462883
8/02/2014,Prospect North,283.3112087
8/02/2014,Prospect South,131.8958082
8/02/2014,Ryde,243.4383531
8/02/2014,Kurnell WT0155,0
8/02/2014,Prospect East,142.6699688
8/02/2014,Potts Hill,610.6939266
8/02/2014,Potts Hill + Prospect East + Kurnell,753.3638953
8/02/2014,Total Prospect + Kurnell,1412.009265
8/02/2014,Tariff Meters,1412.009265
8/02/2014,Total Demand,1794.208898
8/02/2014,Total flow,1821.12
8/02/2014,Illawarra Filtered,87.70293636
9/02/2014,Cascades,15.61453078
9/02/2014,Greaves Creek,3.580808746
9/02/2014,Blue Mtns,19.19533952
9/02/2014,Orchard Hills,95.05505697
9/02/2014,Cascade + Orchard Hills ,114.2503965
9/02/2014,Illawara,102.124701
9/02/2014,Illawarra Unfiltered,9.22
9/02/2014,Macarthur,122.1734913
9/02/2014,Nepean,18.00249476
9/02/2014,Richmond Windsor,28.00025479
9/02/2014,Warragamba,5.850040005
9/02/2014,Woronora,39.333105
9/02/2014,Prospect North,320.3420924
9/02/2014,Prospect South,139.7459959
9/02/2014,Ryde,279.6464949
9/02/2014,Kurnell WT0155,0
9/02/2014,Prospect East,141.5663685
9/02/2014,Potts Hill,631.4252418
9/02/2014,Potts Hill + Prospect East + Kurnell,772.9916104
9/02/2014,Total Prospect + Kurnell,1512.726194
9/02/2014,Tariff Meters,1512.726194
9/02/2014,Total Demand,1942.460677
9/02/2014,Total flow,1906.66
9/02/2014,Illawarra Filtered,92.90470101
10/02/2014,Cascades,17.5003228
10/02/2014,Greaves Creek,3.375943598
10/02/2014,Blue Mtns,20.8762664
10/02/2014,Orchard Hills,100.765291
10/02/2014,Cascade + Orchard Hills ,121.6415574
10/02/2014,Illawara,101.1671697
10/02/2014,Illawarra Unfiltered,6.58
10/02/2014,Macarthur,128.4425595
10/02/2014,Nepean,19.11430365
10/02/2014,Richmond Windsor,30.24445814
10/02/2014,Warragamba,6.587240899
10/02/2014,Woronora,41.35359836
10/02/2014,Prospect North,349.4063488
10/02/2014,Prospect South,144.7610333
10/02/2014,Ryde,296.4092273
10/02/2014,Kurnell WT0155,0
10/02/2014,Prospect East,180.973388
10/02/2014,Potts Hill,599.2290018
10/02/2014,Potts Hill + Prospect East + Kurnell,780.2023898
10/02/2014,Total Prospect + Kurnell,1570.778999
10/02/2014,Tariff Meters,1570.778999
10/02/2014,Total Demand,2019.329887
10/02/2014,Total flow,1986.23
10/02/2014,Illawarra Filtered,94.5871697
11/02/2014,Cascades,12.4112638
11/02/2014,Greaves Creek,2.351651441
11/02/2014,Blue Mtns,14.76291524
11/02/2014,Orchard Hills,75.67801474
11/02/2014,Cascade + Orchard Hills ,90.44092998
11/02/2014,Illawara,112.0626899
11/02/2014,Illawarra Unfiltered,21.75
11/02/2014,Macarthur,102.3856885
11/02/2014,Nepean,16.64584311
11/02/2014,Richmond Windsor,23.4278291
11/02/2014,Warragamba,3.881887915
11/02/2014,Woronora,29.05920073
11/02/2014,Prospect North,255.8840632
11/02/2014,Prospect South,119.9001233
11/02/2014,Ryde,241.7196781
11/02/2014,Kurnell WT0155,0
11/02/2014,Prospect East,180.2593436
11/02/2014,Potts Hill,547.2146976
11/02/2014,Potts Hill + Prospect East + Kurnell,727.4740412
11/02/2014,Total Prospect + Kurnell,1344.977906
11/02/2014,Tariff Meters,1344.977906
11/02/2014,Total Demand,1722.881975
11/02/2014,Total flow,1908.95
11/02/2014,Illawarra Filtered,90.3126899
12/02/2014,Cascades,10.46207126
12/02/2014,Greaves Creek,2.202075472
12/02/2014,Blue Mtns,12.66414673
12/02/2014,Orchard Hills,72.46573707
12/02/2014,Cascade + Orchard Hills ,85.1298838
12/02/2014,Illawara,82.35085859
12/02/2014,Illawarra Unfiltered,6.82
12/02/2014,Macarthur,101.52724
12/02/2014,Nepean,15.64586965
12/02/2014,Richmond Windsor,22.38848613
12/02/2014,Warragamba,3.724621639
12/02/2014,Woronora,29.01150567
12/02/2014,Prospect North,252.7459653
12/02/2014,Prospect South,121.847034
12/02/2014,Ryde,236.2897412
12/02/2014,Kurnell WT0155,0
12/02/2014,Prospect East,135.655005
12/02/2014,Potts Hill,581.5879658
12/02/2014,Potts Hill + Prospect East + Kurnell,717.2429709
12/02/2014,Total Prospect + Kurnell,1328.125711
12/02/2014,Tariff Meters,1328.125711
12/02/2014,Total Demand,1667.904177
12/02/2014,Total flow,1563.34
12/02/2014,Illawarra Filtered,75.53085859
13/02/2014,Cascades,9.869015993
13/02/2014,Greaves Creek,1.597580745
13/02/2014,Blue Mtns,11.46659674
13/02/2014,Orchard Hills,64.83198117
13/02/2014,Cascade + Orchard Hills ,76.29857791
13/02/2014,Illawara,85.16961414
13/02/2014,Illawarra Unfiltered,8.98
13/02/2014,Macarthur,66.21760998
13/02/2014,Nepean,11.90048301
13/02/2014,Richmond Windsor,21.54539543
13/02/2014,Warragamba,2.935200928
13/02/2014,Woronora,29.37647076
13/02/2014,Prospect North,246.8867764
13/02/2014,Prospect South,109.9567395
13/02/2014,Ryde,235.5675634
13/02/2014,Kurnell WT0155,0
13/02/2014,Prospect East,162.6138947
13/02/2014,Potts Hill,562.8320118
13/02/2014,Potts Hill + Prospect East + Kurnell,725.4459064
13/02/2014,Total Prospect + Kurnell,1317.856986
13/02/2014,Tariff Meters,1317.856986
13/02/2014,Total Demand,1611.300338
13/02/2014,Total flow,1622.08
13/02/2014,Illawarra Filtered,76.18961414
14/02/2014,Cascades,10.91780528
14/02/2014,Greaves Creek,2.062504414
14/02/2014,Blue Mtns,12.9803097
14/02/2014,Orchard Hills,68.99588012
14/02/2014,Cascade + Orchard Hills ,81.97618982
14/02/2014,Illawara,88.21252121
14/02/2014,Illawarra Unfiltered,6.28
14/02/2014,Macarthur,98.6004558
14/02/2014,Nepean,13.72551373
14/02/2014,Richmond Windsor,20.93771456
14/02/2014,Warragamba,3.596232627
14/02/2014,Woronora,28.2317936
14/02/2014,Prospect North,250.1877407
14/02/2014,Prospect South,123.4144334
14/02/2014,Ryde,236.2215409
14/02/2014,Kurnell WT0155,0
14/02/2014,Prospect East,135.2642082
14/02/2014,Potts Hill,578.5811477
14/02/2014,Potts Hill + Prospect East + Kurnell,713.8453559
14/02/2014,Total Prospect + Kurnell,1323.669071
14/02/2014,Tariff Meters,1323.669071
14/02/2014,Total Demand,1658.949492
14/02/2014,Total flow,1637.45
14/02/2014,Illawarra Filtered,81.93252121
15/02/2014,Cascades,10.01013969
15/02/2014,Greaves Creek,1.987724384
15/02/2014,Blue Mtns,11.99786408
15/02/2014,Orchard Hills,59.22754983
15/02/2014,Cascade + Orchard Hills ,71.22541391
15/02/2014,Illawara,83.63354949
15/02/2014,Illawarra Unfiltered,6.66
15/02/2014,Macarthur,80.51518178
15/02/2014,Nepean,14.14944296
15/02/2014,Richmond Windsor,19.33583541
15/02/2014,Warragamba,3.477265223
15/02/2014,Woronora,23.63610241
15/02/2014,Prospect North,216.6666209
15/02/2014,Prospect South,102.9140047
15/02/2014,Ryde,214.3011425
15/02/2014,Kurnell WT0155,0
15/02/2014,Prospect East,123.1583638
15/02/2014,Potts Hill,529.2226619
15/02/2014,Potts Hill + Prospect East + Kurnell,652.3810257
15/02/2014,Total Prospect + Kurnell,1186.262794
15/02/2014,Tariff Meters,1186.262794
15/02/2014,Total Demand,1482.235585
15/02/2014,Total flow,1539.51
15/02/2014,Illawarra Filtered,76.97354949
16/02/2014,Cascades,10.17591257
16/02/2014,Greaves Creek,1.455999209
16/02/2014,Blue Mtns,11.63191178
16/02/2014,Orchard Hills,51.92875366
16/02/2014,Cascade + Orchard Hills ,63.56066543
16/02/2014,Illawara,72.42363434
16/02/2014,Illawarra Unfiltered,3.63
16/02/2014,Macarthur,66.80302202
16/02/2014,Nepean,9.094871307
16/02/2014,Richmond Windsor,13.67271255
16/02/2014,Warragamba,2.552341411
16/02/2014,Woronora,21.78242008
16/02/2014,Prospect North,193.1415224
16/02/2014,Prospect South,97.41410255
16/02/2014,Ryde,201.2558792
16/02/2014,Kurnell WT0155,0
16/02/2014,Prospect East,111.4769906
16/02/2014,Potts Hill,494.5765111
16/02/2014,Potts Hill + Prospect East + Kurnell,606.0535017
16/02/2014,Total Prospect + Kurnell,1097.865006
16/02/2014,Tariff Meters,1097.865006
16/02/2014,Total Demand,1347.754673
16/02/2014,Total flow,1523.78
16/02/2014,Illawarra Filtered,68.79363434
17/02/2014,Cascades,9.858309206
17/02/2014,Greaves Creek,1.735734339
17/02/2014,Blue Mtns,11.59404354
17/02/2014,Orchard Hills,54.08496964
17/02/2014,Cascade + Orchard Hills ,65.67901319
17/02/2014,Illawara,75.63495657
17/02/2014,Illawarra Unfiltered,3.94
17/02/2014,Macarthur,68.62343599
17/02/2014,Nepean,9.99998458
17/02/2014,Richmond Windsor,14.11885569
17/02/2014,Warragamba,2.181586485
17/02/2014,Woronora,22.72484061
17/02/2014,Prospect North,192.0828629
17/02/2014,Prospect South,100.2545589
17/02/2014,Ryde,204.5487657
17/02/2014,Kurnell WT0155,0
17/02/2014,Prospect East,101.7018002
17/02/2014,Potts Hill,492.2414765
17/02/2014,Potts Hill + Prospect East + Kurnell,593.9432767
17/02/2014,Total Prospect + Kurnell,1090.829464
17/02/2014,Tariff Meters,1090.829464
17/02/2014,Total Demand,1349.792137
17/02/2014,Total flow,1326.67
17/02/2014,Illawarra Filtered,71.69495657
18/02/2014,Cascades,9.647112471
18/02/2014,Greaves Creek,1.496998492
18/02/2014,Blue Mtns,11.14411096
18/02/2014,Orchard Hills,54.19423627
18/02/2014,Cascade + Orchard Hills ,65.33834724
18/02/2014,Illawara,82.65138485
18/02/2014,Illawarra Unfiltered,6.96
18/02/2014,Macarthur,69.39113491
18/02/2014,Nepean,11.18653826
18/02/2014,Richmond Windsor,15.03365561
18/02/2014,Warragamba,2.678926559
18/02/2014,Woronora,23.62941338
18/02/2014,Prospect North,204.0559247
18/02/2014,Prospect South,100.4924322
18/02/2014,Ryde,200.4253827
18/02/2014,Kurnell WT0155,0
18/02/2014,Prospect East,106.172954
18/02/2014,Potts Hill,527.3666593
18/02/2014,Potts Hill + Prospect East + Kurnell,633.5396133
18/02/2014,Total Prospect + Kurnell,1138.513353
18/02/2014,Tariff Meters,1138.513353
18/02/2014,Total Demand,1408.422754
18/02/2014,Total flow,1310.89
18/02/2014,Illawarra Filtered,75.69138485
19/02/2014,Cascades,9.8679116
19/02/2014,Greaves Creek,1.303869716
19/02/2014,Blue Mtns,11.17178132
19/02/2014,Orchard Hills,55.78161842
19/02/2014,Cascade + Orchard Hills ,66.95339974
19/02/2014,Illawara,76.93602626
19/02/2014,Illawarra Unfiltered,2.86
19/02/2014,Macarthur,72.72708295
19/02/2014,Nepean,12.00785792
19/02/2014,Richmond Windsor,15.12127989
19/02/2014,Warragamba,2.366669153
19/02/2014,Woronora,23.57434476
19/02/2014,Prospect North,205.4882289
19/02/2014,Prospect South,103.6071471
19/02/2014,Ryde,198.2185213
19/02/2014,Kurnell WT0155,0
19/02/2014,Prospect East,117.0073596
19/02/2014,Potts Hill,528.770437
19/02/2014,Potts Hill + Prospect East + Kurnell,645.7777966
19/02/2014,Total Prospect + Kurnell,1153.091694
19/02/2014,Tariff Meters,1153.091694
19/02/2014,Total Demand,1422.778355
19/02/2014,Total flow,1347.98
19/02/2014,Illawarra Filtered,74.07602626
20/02/2014,Cascades,8.984656399
20/02/2014,Greaves Creek,1.584426198
20/02/2014,Blue Mtns,10.5690826
20/02/2014,Orchard Hills,51.14180294
20/02/2014,Cascade + Orchard Hills ,61.71088554
20/02/2014,Illawara,79.43666162
20/02/2014,Illawarra Unfiltered,2.54
20/02/2014,Macarthur,70.49738051
20/02/2014,Nepean,10.885641
20/02/2014,Richmond Windsor,14.46908174
20/02/2014,Warragamba,1.674155353
20/02/2014,Woronora,22.07271682
20/02/2014,Prospect North,201.2537924
20/02/2014,Prospect South,99.32124655
20/02/2014,Ryde,203.224969
20/02/2014,Kurnell WT0155,0
20/02/2014,Prospect East,108.993555
20/02/2014,Potts Hill,520.0948878
20/02/2014,Potts Hill + Prospect East + Kurnell,629.0884429
20/02/2014,Total Prospect + Kurnell,1132.888451
20/02/2014,Tariff Meters,1132.888451
20/02/2014,Total Demand,1393.634973
20/02/2014,Total flow,1364.29
20/02/2014,Illawarra Filtered,76.89666162
21/02/2014,Cascades,10.46946571
21/02/2014,Greaves Creek,1.596401051
21/02/2014,Blue Mtns,12.06586676
21/02/2014,Orchard Hills,56.0541635
21/02/2014,Cascade + Orchard Hills ,68.12003026
21/02/2014,Illawara,86.23242626
21/02/2014,Illawarra Unfiltered,7.11
21/02/2014,Macarthur,75.23888201
21/02/2014,Nepean,10.10096871
21/02/2014,Richmond Windsor,15.75233856
21/02/2014,Warragamba,3.084210331
21/02/2014,Woronora,24.39095885
21/02/2014,Prospect North,218.9588655
21/02/2014,Prospect South,106.050543
21/02/2014,Ryde,196.0251353
21/02/2014,Kurnell WT0155,0
21/02/2014,Prospect East,115.8859563
21/02/2014,Potts Hill,536.1226902
21/02/2014,Potts Hill + Prospect East + Kurnell,652.0086464
21/02/2014,Total Prospect + Kurnell,1173.04319
21/02/2014,Tariff Meters,1173.04319
21/02/2014,Total Demand,1455.963005
21/02/2014,Total flow,1394.41
21/02/2014,Illawarra Filtered,79.12242626
22/02/2014,Cascades,10.35342168
22/02/2014,Greaves Creek,1.741152355
22/02/2014,Blue Mtns,12.09457403
22/02/2014,Orchard Hills,56.653174
22/02/2014,Cascade + Orchard Hills ,68.74774803
22/02/2014,Illawara,90.71455859
22/02/2014,Illawarra Unfiltered,9.3
22/02/2014,Macarthur,72.37689519
22/02/2014,Nepean,11.77500762
22/02/2014,Richmond Windsor,15.67527449
22/02/2014,Warragamba,1.918890401
22/02/2014,Woronora,23.56487459
22/02/2014,Prospect North,213.6931817
22/02/2014,Prospect South,102.3816493
22/02/2014,Ryde,188.0322037
22/02/2014,Kurnell WT0155,0
22/02/2014,Prospect East,118.7197063
22/02/2014,Potts Hill,527.8286218
22/02/2014,Potts Hill + Prospect East + Kurnell,646.5483282
22/02/2014,Total Prospect + Kurnell,1150.655363
22/02/2014,Tariff Meters,1150.655363
22/02/2014,Total Demand,1435.428612
22/02/2014,Total flow,1477.43
22/02/2014,Illawarra Filtered,81.41455859
23/02/2014,Cascades,10.8704864
23/02/2014,Greaves Creek,2.10894213
23/02/2014,Blue Mtns,12.97942853
23/02/2014,Orchard Hills,60.06442756
23/02/2014,Cascade + Orchard Hills ,73.0438561
23/02/2014,Illawara,83.71883535
23/02/2014,Illawarra Unfiltered,4.38
23/02/2014,Macarthur,74.8177693
23/02/2014,Nepean,9.634849886
23/02/2014,Richmond Windsor,15.58507288
23/02/2014,Warragamba,3.437716124
23/02/2014,Woronora,25.59606356
23/02/2014,Prospect North,209.5756386
23/02/2014,Prospect South,108.6124773
23/02/2014,Ryde,209.7300067
23/02/2014,Kurnell WT0155,0
23/02/2014,Prospect East,113.1061701
23/02/2014,Potts Hill,521.1726209
23/02/2014,Potts Hill + Prospect East + Kurnell,634.278791
23/02/2014,Total Prospect + Kurnell,1162.196914
23/02/2014,Tariff Meters,1162.196914
23/02/2014,Total Demand,1448.031077
23/02/2014,Total flow,1522.54
23/02/2014,Illawarra Filtered,79.33883535
24/02/2014,Cascades,10.93172425
24/02/2014,Greaves Creek,2.077357527
24/02/2014,Blue Mtns,13.00908177
24/02/2014,Orchard Hills,60.54128474
24/02/2014,Cascade + Orchard Hills ,73.55036651
24/02/2014,Illawara,86.3408404
24/02/2014,Illawarra Unfiltered,4.31
24/02/2014,Macarthur,81.02305892
24/02/2014,Nepean,13.32539799
24/02/2014,Richmond Windsor,15.73820483
24/02/2014,Warragamba,3.25912101
24/02/2014,Woronora,28.46344095
24/02/2014,Prospect North,218.137848
24/02/2014,Prospect South,110.3306364
24/02/2014,Ryde,227.4879366
24/02/2014,Kurnell WT0155,0
24/02/2014,Prospect East,112.1839185
24/02/2014,Potts Hill,538.8141722
24/02/2014,Potts Hill + Prospect East + Kurnell,650.9980907
24/02/2014,Total Prospect + Kurnell,1206.954512
24/02/2014,Tariff Meters,1206.954512
24/02/2014,Total Demand,1508.654942
24/02/2014,Total flow,1450.26
24/02/2014,Illawarra Filtered,82.0308404
25/02/2014,Cascades,11.04063195
25/02/2014,Greaves Creek,1.871762771
25/02/2014,Blue Mtns,12.91239472
25/02/2014,Orchard Hills,61.68348471
25/02/2014,Cascade + Orchard Hills ,74.59587943
25/02/2014,Illawara,89.4573303
25/02/2014,Illawarra Unfiltered,5.5
25/02/2014,Macarthur,84.12191758
25/02/2014,Nepean,10.66954777
25/02/2014,Richmond Windsor,17.48124873
25/02/2014,Warragamba,2.669137639
25/02/2014,Woronora,27.7473501
25/02/2014,Prospect North,239.2941584
25/02/2014,Prospect South,110.8359123
25/02/2014,Ryde,201.9655234
25/02/2014,Kurnell WT0155,0
25/02/2014,Prospect East,131.8600191
25/02/2014,Potts Hill,559.5227235
25/02/2014,Potts Hill + Prospect East + Kurnell,691.3827425
25/02/2014,Total Prospect + Kurnell,1243.478337
25/02/2014,Tariff Meters,1243.478337
25/02/2014,Total Demand,1550.220748
25/02/2014,Total flow,1536.96
25/02/2014,Illawarra Filtered,83.9573303
26/02/2014,Cascades,11.06415503
26/02/2014,Greaves Creek,1.551914025
26/02/2014,Blue Mtns,12.61606906
26/02/2014,Orchard Hills,65.71332726
26/02/2014,Cascade + Orchard Hills ,78.32939631
26/02/2014,Illawara,94.07291818
26/02/2014,Illawarra Unfiltered,7.6
26/02/2014,Macarthur,84.89985682
26/02/2014,Nepean,14.44336509
26/02/2014,Richmond Windsor,18.98937338
26/02/2014,Warragamba,2.847992545
26/02/2014,Woronora,27.31061328
26/02/2014,Prospect North,238.8088286
26/02/2014,Prospect South,115.0619148
26/02/2014,Ryde,216.2275576
26/02/2014,Kurnell WT0155,0
26/02/2014,Prospect East,130.786305
26/02/2014,Potts Hill,563.4442457
26/02/2014,Potts Hill + Prospect East + Kurnell,694.2305506
26/02/2014,Total Prospect + Kurnell,1264.328852
26/02/2014,Tariff Meters,1264.328852
26/02/2014,Total Demand,1585.222367
26/02/2014,Total flow,1594.71
26/02/2014,Illawarra Filtered,86.47291818
27/02/2014,Cascades,10.22825608
27/02/2014,Greaves Creek,1.710092731
27/02/2014,Blue Mtns,11.93834881
27/02/2014,Orchard Hills,60.21361155
27/02/2014,Cascade + Orchard Hills ,72.15196036
27/02/2014,Illawara,84.58302727
27/02/2014,Illawarra Unfiltered,6.04
27/02/2014,Macarthur,76.50447587
27/02/2014,Nepean,11.54359937
27/02/2014,Richmond Windsor,16.79874889
27/02/2014,Warragamba,3.378251551
27/02/2014,Woronora,24.67355984
27/02/2014,Prospect North,231.9237322
27/02/2014,Prospect South,106.596774
27/02/2014,Ryde,206.2334377
27/02/2014,Kurnell WT0155,0
27/02/2014,Prospect East,126.5296201
27/02/2014,Potts Hill,554.2844843
27/02/2014,Potts Hill + Prospect East + Kurnell,680.8141044
27/02/2014,Total Prospect + Kurnell,1225.568048
27/02/2014,Tariff Meters,1225.568048
27/02/2014,Total Demand,1515.201671
27/02/2014,Total flow,1528.62
27/02/2014,Illawarra Filtered,78.54302727
28/02/2014,Cascades,9.491388142
28/02/2014,Greaves Creek,1.649057259
28/02/2014,Blue Mtns,11.1404454
28/02/2014,Orchard Hills,52.65174075
28/02/2014,Cascade + Orchard Hills ,63.79218615
28/02/2014,Illawara,76.66969798
28/02/2014,Illawarra Unfiltered,4.56
28/02/2014,Macarthur,68.58349514
28/02/2014,Nepean,9.644657651
28/02/2014,Richmond Windsor,14.31402813
28/02/2014,Warragamba,2.659448474
28/02/2014,Woronora,22.59064675
28/02/2014,Prospect North,198.6915297
28/02/2014,Prospect South,95.62470586
28/02/2014,Ryde,185.0642991
28/02/2014,Kurnell WT0155,0
28/02/2014,Prospect East,112.4405993
28/02/2014,Potts Hill,502.7066681
28/02/2014,Potts Hill + Prospect East + Kurnell,615.1472674
28/02/2014,Total Prospect + Kurnell,1094.527802
28/02/2014,Tariff Meters,1094.527802
28/02/2014,Total Demand,1352.781962
28/02/2014,Total flow,1353.09
28/02/2014,Illawarra Filtered,72.10969798
1/03/2014,Cascades,11.33234287
1/03/2014,Greaves Creek,1.496088
1/03/2014,Blue Mtns,12.82843087
1/03/2014,Orchard Hills,46.83828139
