date,deliverySystem,Value
31/03/2014,Total Prospect + Kurnell,1108.369311
31/03/2014,Tariff Meters,1108.369311
31/03/2014,Total Demand,1372.150618
31/03/2014,Total flow,1396.53
31/03/2014,Illawarra Filtered,76.22438586
1/04/2014,Cascades,9.451414815
1/04/2014,Greaves Creek,1.389377297
1/04/2014,Blue Mtns,10.84079211
1/04/2014,Orchard Hills,52.12331647
1/04/2014,Cascade + Orchard Hills ,62.96410858
1/04/2014,Illawara,79.41145657
1/04/2014,Illawarra Unfiltered,4.17
1/04/2014,Macarthur,59.32904286
1/04/2014,Nepean,8.928038697
1/04/2014,Richmond Windsor,13.93505946
1/04/2014,Warragamba,2.954889882
1/04/2014,Woronora,22.72701898
1/04/2014,Prospect North,183.7471752
1/04/2014,Prospect South,104.2059637
1/04/2014,Ryde,204.0704493
1/04/2014,Kurnell WT0155,0
1/04/2014,Prospect East,123.6551395
1/04/2014,Potts Hill,527.5219605
1/04/2014,Potts Hill + Prospect East + Kurnell,651.1771
1/04/2014,Total Prospect + Kurnell,1143.200688
1/04/2014,Tariff Meters,1143.200688
1/04/2014,Total Demand,1393.450303
1/04/2014,Total flow,1439.01
1/04/2014,Illawarra Filtered,75.24145657
2/04/2014,Cascades,9.299878391
2/04/2014,Greaves Creek,1.682307964
2/04/2014,Blue Mtns,10.98218636
2/04/2014,Orchard Hills,53.77074207
2/04/2014,Cascade + Orchard Hills ,64.75292843
2/04/2014,Illawara,81.22596768
2/04/2014,Illawarra Unfiltered,6.47
2/04/2014,Macarthur,71.69791769
2/04/2014,Nepean,11.05091187
2/04/2014,Richmond Windsor,14.56493919
2/04/2014,Warragamba,2.477735118
2/04/2014,Woronora,23.64718409
2/04/2014,Prospect North,191.662838
2/04/2014,Prospect South,102.8170417
2/04/2014,Ryde,206.1328575
2/04/2014,Kurnell WT0155,0
2/04/2014,Prospect East,122.3699345
2/04/2014,Potts Hill,519.8162285
2/04/2014,Potts Hill + Prospect East + Kurnell,642.186163
2/04/2014,Total Prospect + Kurnell,1142.7989
2/04/2014,Tariff Meters,1142.7989
2/04/2014,Total Demand,1412.216484
2/04/2014,Total flow,1422.53
2/04/2014,Illawarra Filtered,74.75596768
3/04/2014,Cascades,6.43992015
3/04/2014,Greaves Creek,1.697137816
3/04/2014,Blue Mtns,8.137057965
3/04/2014,Orchard Hills,57.50563754
3/04/2014,Cascade + Orchard Hills ,65.64269551
3/04/2014,Illawara,78.25816566
3/04/2014,Illawarra Unfiltered,5.11
3/04/2014,Macarthur,66.74149364
3/04/2014,Nepean,0
3/04/2014,Richmond Windsor,12.49596309
3/04/2014,Warragamba,2.447830371
3/04/2014,Woronora,24.25076996
3/04/2014,Prospect North,186.5990252
3/04/2014,Prospect South,104.642477
3/04/2014,Ryde,206.885466
3/04/2014,Kurnell WT0155,0
3/04/2014,Prospect East,118.6753006
3/04/2014,Potts Hill,530.7544157
3/04/2014,Potts Hill + Prospect East + Kurnell,649.4297163
3/04/2014,Total Prospect + Kurnell,1147.556685
3/04/2014,Tariff Meters,1147.556685
3/04/2014,Total Demand,1397.393603
3/04/2014,Total flow,1365.41
3/04/2014,Illawarra Filtered,73.14816566
4/04/2014,Cascades,7.90166505
4/04/2014,Greaves Creek,1.312257949
4/04/2014,Blue Mtns,9.213922999
4/04/2014,Orchard Hills,54.02529936
4/04/2014,Cascade + Orchard Hills ,63.23922236
4/04/2014,Illawara,83.27300202
4/04/2014,Illawarra Unfiltered,9.77
4/04/2014,Macarthur,68.56083367
4/04/2014,Nepean,10.27749404
4/04/2014,Richmond Windsor,14.18329576
4/04/2014,Warragamba,2.454421888
4/04/2014,Woronora,23.8946675
4/04/2014,Prospect North,185.6661246
4/04/2014,Prospect South,102.5237808
4/04/2014,Ryde,214.7405039
4/04/2014,Kurnell WT0155,0
4/04/2014,Prospect East,106.708952
4/04/2014,Potts Hill,528.0246372
4/04/2014,Potts Hill + Prospect East + Kurnell,634.7335892
4/04/2014,Total Prospect + Kurnell,1137.663998
4/04/2014,Tariff Meters,1137.663998
4/04/2014,Total Demand,1403.546936
4/04/2014,Total flow,1305.62
4/04/2014,Illawarra Filtered,73.50300202
5/04/2014,Cascades,7.60015159
5/04/2014,Greaves Creek,1.739443716
5/04/2014,Blue Mtns,9.339595306
5/04/2014,Orchard Hills,48.44643536
5/04/2014,Cascade + Orchard Hills ,57.78603066
5/04/2014,Illawara,66.58204444
5/04/2014,Illawarra Unfiltered,0.05
5/04/2014,Macarthur,58.45842158
5/04/2014,Nepean,8.731510869
5/04/2014,Richmond Windsor,13.05118897
5/04/2014,Warragamba,2.293120136
5/04/2014,Woronora,21.06480176
5/04/2014,Prospect North,168.3264546
5/04/2014,Prospect South,91.97908949
5/04/2014,Ryde,193.4757373
5/04/2014,Kurnell WT0155,0
5/04/2014,Prospect East,106.7884762
5/04/2014,Potts Hill,480.8157593
5/04/2014,Potts Hill + Prospect East + Kurnell,587.6042356
5/04/2014,Total Prospect + Kurnell,1041.385517
5/04/2014,Tariff Meters,1041.385517
5/04/2014,Total Demand,1269.352635
5/04/2014,Total flow,1330.93
5/04/2014,Illawarra Filtered,66.53204444
6/04/2014,Cascades,7.860326226
6/04/2014,Greaves Creek,1.243633528
6/04/2014,Blue Mtns,9.103959754
6/04/2014,Orchard Hills,56.17296606
6/04/2014,Cascade + Orchard Hills ,65.27692581
6/04/2014,Illawara,80.55034242
6/04/2014,Illawarra Unfiltered,2.66
6/04/2014,Macarthur,69.15801646
6/04/2014,Nepean,8.163192247
6/04/2014,Richmond Windsor,13.51854804
6/04/2014,Warragamba,2.282735865
6/04/2014,Woronora,35.81437563
6/04/2014,Prospect North,193.3251314
6/04/2014,Prospect South,107.6513395
6/04/2014,Ryde,204.5987763
6/04/2014,Kurnell WT0155,0
6/04/2014,Prospect East,109.252892
6/04/2014,Potts Hill,498
6/04/2014,Potts Hill + Prospect East + Kurnell,607.252892
6/04/2014,Total Prospect + Kurnell,1112.828139
6/04/2014,Tariff Meters,1112.828139
6/04/2014,Total Demand,1387.592276
6/04/2014,Total flow,1519.46
6/04/2014,Illawarra Filtered,77.89034242
7/04/2014,Cascades,8.374536049
7/04/2014,Greaves Creek,1.632551056
7/04/2014,Blue Mtns,10.00708711
7/04/2014,Orchard Hills,57.16732937
7/04/2014,Cascade + Orchard Hills ,67.17441648
7/04/2014,Illawara,76.89767374
7/04/2014,Illawarra Unfiltered,3.32
7/04/2014,Macarthur,67.75941418
7/04/2014,Nepean,9.875418527
7/04/2014,Richmond Windsor,11.91137656
7/04/2014,Warragamba,2.203824833
7/04/2014,Woronora,25.62323901
7/04/2014,Prospect North,191.7139814
7/04/2014,Prospect South,99.34357191
7/04/2014,Ryde,191.5619556
7/04/2014,Kurnell WT0155,0
7/04/2014,Prospect East,104.4899215
7/04/2014,Potts Hill,498
7/04/2014,Potts Hill + Prospect East + Kurnell,602.4899215
7/04/2014,Total Prospect + Kurnell,1085.10943
7/04/2014,Tariff Meters,1085.10943
7/04/2014,Total Demand,1346.554794
7/04/2014,Total flow,1396.18
7/04/2014,Illawarra Filtered,73.57767374
8/04/2014,Cascades,8.18237066
8/04/2014,Greaves Creek,1.9057554
8/04/2014,Blue Mtns,10.08812606
8/04/2014,Orchard Hills,51.51022753
8/04/2014,Cascade + Orchard Hills ,61.59835359
8/04/2014,Illawara,76.50044545
8/04/2014,Illawarra Unfiltered,3.94
8/04/2014,Macarthur,65.97235514
8/04/2014,Nepean,10.02744522
8/04/2014,Richmond Windsor,12.72875871
8/04/2014,Warragamba,2.64075976
8/04/2014,Woronora,22.9877977
8/04/2014,Prospect North,181.0659294
8/04/2014,Prospect South,97.29166748
8/04/2014,Ryde,197.3164011
8/04/2014,Kurnell WT0155,0
8/04/2014,Prospect East,96.33750745
8/04/2014,Potts Hill,498
8/04/2014,Potts Hill + Prospect East + Kurnell,594.3375074
8/04/2014,Total Prospect + Kurnell,1070.011505
8/04/2014,Tariff Meters,1070.011505
8/04/2014,Total Demand,1322.467421
8/04/2014,Total flow,1226.44
8/04/2014,Illawarra Filtered,72.56044545
9/04/2014,Cascades,8.171920551
9/04/2014,Greaves Creek,1.183771268
9/04/2014,Blue Mtns,9.35569182
9/04/2014,Orchard Hills,54.82823714
9/04/2014,Cascade + Orchard Hills ,64.18392896
9/04/2014,Illawara,78.05395051
9/04/2014,Illawarra Unfiltered,4.36
9/04/2014,Macarthur,64.40604681
9/04/2014,Nepean,9.564567271
9/04/2014,Richmond Windsor,13.79410476
9/04/2014,Warragamba,2.266355892
9/04/2014,Woronora,23.57884347
9/04/2014,Prospect North,189.7707974
9/04/2014,Prospect South,100.5189057
9/04/2014,Ryde,200.4142656
9/04/2014,Kurnell WT0155,0
9/04/2014,Prospect East,116.6551832
9/04/2014,Potts Hill,498
9/04/2014,Potts Hill + Prospect East + Kurnell,614.6551832
9/04/2014,Total Prospect + Kurnell,1105.359152
9/04/2014,Tariff Meters,1105.359152
9/04/2014,Total Demand,1361.20695
9/04/2014,Total flow,1270.8
9/04/2014,Illawarra Filtered,73.69395051
10/04/2014,Cascades,7.363801566
10/04/2014,Greaves Creek,3.468673983
10/04/2014,Blue Mtns,10.83247555
10/04/2014,Orchard Hills,54.46490363
10/04/2014,Cascade + Orchard Hills ,65.29737918
10/04/2014,Illawara,78.40536869
10/04/2014,Illawarra Unfiltered,3.76
10/04/2014,Macarthur,68.25439145
10/04/2014,Nepean,11.12953875
10/04/2014,Richmond Windsor,13.26587501
10/04/2014,Warragamba,2.88552703
10/04/2014,Woronora,23.43100993
10/04/2014,Prospect North,185.457753
10/04/2014,Prospect South,101.8424195
10/04/2014,Ryde,203.5242083
10/04/2014,Kurnell WT0155,0
10/04/2014,Prospect East,129.9392409
10/04/2014,Potts Hill,498
10/04/2014,Potts Hill + Prospect East + Kurnell,627.9392409
10/04/2014,Total Prospect + Kurnell,1118.763622
10/04/2014,Tariff Meters,1118.763622
10/04/2014,Total Demand,1381.432712
10/04/2014,Total flow,1330.43
10/04/2014,Illawarra Filtered,74.64536869
11/04/2014,Cascades,7.42319956
11/04/2014,Greaves Creek,1.728034259
11/04/2014,Blue Mtns,9.151233819
11/04/2014,Orchard Hills,50.33453043
11/04/2014,Cascade + Orchard Hills ,59.48576425
11/04/2014,Illawara,62.99392929
11/04/2014,Illawarra Unfiltered,2.02
11/04/2014,Macarthur,61.45577919
11/04/2014,Nepean,8.76056308
11/04/2014,Richmond Windsor,13.22503699
11/04/2014,Warragamba,1.876927197
11/04/2014,Woronora,22.01170487
11/04/2014,Prospect North,178.6241545
11/04/2014,Prospect South,90.94656256
11/04/2014,Ryde,200.3737408
11/04/2014,Kurnell WT0155,0
11/04/2014,Prospect East,100.0047187
11/04/2014,Potts Hill,498
11/04/2014,Potts Hill + Prospect East + Kurnell,598.0047187
11/04/2014,Total Prospect + Kurnell,1067.949176
11/04/2014,Tariff Meters,1067.949176
11/04/2014,Total Demand,1297.758881
11/04/2014,Total flow,1278.71
11/04/2014,Illawarra Filtered,60.97392929
12/04/2014,Cascades,7.4156938
12/04/2014,Greaves Creek,1.47267688
12/04/2014,Blue Mtns,8.888370679
12/04/2014,Orchard Hills,51.25789092
12/04/2014,Cascade + Orchard Hills ,60.1462616
12/04/2014,Illawara,83.3011101
12/04/2014,Illawarra Unfiltered,8.97
12/04/2014,Macarthur,61.6971029
12/04/2014,Nepean,9.38133133
12/04/2014,Richmond Windsor,12.41911019
12/04/2014,Warragamba,2.154354153
12/04/2014,Woronora,21.70054748
12/04/2014,Prospect North,174.5575458
12/04/2014,Prospect South,97.67247199
12/04/2014,Ryde,193.5660826
12/04/2014,Kurnell WT0155,0
12/04/2014,Prospect East,123.3081765
12/04/2014,Potts Hill,498
12/04/2014,Potts Hill + Prospect East + Kurnell,621.3081765
12/04/2014,Total Prospect + Kurnell,1087.104277
12/04/2014,Tariff Meters,1087.104277
12/04/2014,Total Demand,1337.904095
12/04/2014,Total flow,1382.66
12/04/2014,Illawarra Filtered,74.3311101
13/04/2014,Cascades,8.430562888
13/04/2014,Greaves Creek,1.346722746
13/04/2014,Blue Mtns,9.777285634
13/04/2014,Orchard Hills,54.40727891
13/04/2014,Cascade + Orchard Hills ,64.18456454
13/04/2014,Illawara,76.15213737
13/04/2014,Illawarra Unfiltered,3.29
13/04/2014,Macarthur,64.73827756
13/04/2014,Nepean,8.840139583
13/04/2014,Richmond Windsor,12.29435327
13/04/2014,Warragamba,2.651087198
13/04/2014,Woronora,23.8618717
13/04/2014,Prospect North,181.2065926
13/04/2014,Prospect South,99.03162754
13/04/2014,Ryde,186.0920066
13/04/2014,Kurnell WT0155,0
13/04/2014,Prospect East,87.32310273
13/04/2014,Potts Hill,498
13/04/2014,Potts Hill + Prospect East + Kurnell,585.3231027
13/04/2014,Total Prospect + Kurnell,1051.653329
13/04/2014,Tariff Meters,1051.653329
13/04/2014,Total Demand,1304.375761
13/04/2014,Total flow,1453.01
13/04/2014,Illawarra Filtered,72.86213737
14/04/2014,Cascades,8.689840115
14/04/2014,Greaves Creek,2.135387222
14/04/2014,Blue Mtns,10.82522734
14/04/2014,Orchard Hills,55.79461755
14/04/2014,Cascade + Orchard Hills ,66.61984488
14/04/2014,Illawara,79.92780101
14/04/2014,Illawarra Unfiltered,3.73
14/04/2014,Macarthur,66.69388601
14/04/2014,Nepean,9.851917574
14/04/2014,Richmond Windsor,14.11164157
14/04/2014,Warragamba,2.376863092
14/04/2014,Woronora,25.07277371
14/04/2014,Prospect North,190.1882373
14/04/2014,Prospect South,101.5137489
14/04/2014,Ryde,192.3049863
14/04/2014,Kurnell WT0155,0
14/04/2014,Prospect East,88.37406519
14/04/2014,Potts Hill,498
14/04/2014,Potts Hill + Prospect East + Kurnell,586.3740652
14/04/2014,Total Prospect + Kurnell,1070.381038
14/04/2014,Tariff Meters,1070.381038
14/04/2014,Total Demand,1335.035766
14/04/2014,Total flow,1300.65
14/04/2014,Illawarra Filtered,76.19780101
15/04/2014,Cascades,8.409954397
15/04/2014,Greaves Creek,1.398453943
15/04/2014,Blue Mtns,9.80840834
15/04/2014,Orchard Hills,54.54652501
15/04/2014,Cascade + Orchard Hills ,64.35493335
15/04/2014,Illawara,78.44988283
15/04/2014,Illawarra Unfiltered,6.04
15/04/2014,Macarthur,64.8730364
15/04/2014,Nepean,11.1669348
15/04/2014,Richmond Windsor,13.89157609
15/04/2014,Warragamba,1.703404358
15/04/2014,Woronora,23.80263282
15/04/2014,Prospect North,193.6146723
15/04/2014,Prospect South,100.5503618
15/04/2014,Ryde,195.6094089
15/04/2014,Kurnell WT0155,0
15/04/2014,Prospect East,115.6333269
15/04/2014,Potts Hill,498
15/04/2014,Potts Hill + Prospect East + Kurnell,613.6333269
15/04/2014,Total Prospect + Kurnell,1103.40777
15/04/2014,Tariff Meters,1103.40777
15/04/2014,Total Demand,1361.650171
15/04/2014,Total flow,1333.33
15/04/2014,Illawarra Filtered,72.40988283
16/04/2014,Cascades,8.216416495
16/04/2014,Greaves Creek,1.69209797
16/04/2014,Blue Mtns,9.908514465
16/04/2014,Orchard Hills,53.17937741
16/04/2014,Cascade + Orchard Hills ,63.08789187
16/04/2014,Illawara,77.42376162
16/04/2014,Illawarra Unfiltered,4.61
16/04/2014,Macarthur,66.49950185
16/04/2014,Nepean,9.927990846
16/04/2014,Richmond Windsor,12.51537714
16/04/2014,Warragamba,2.369613742
16/04/2014,Woronora,23.08463104
16/04/2014,Prospect North,181.6327183
16/04/2014,Prospect South,102.2555277
16/04/2014,Ryde,195.9648277
16/04/2014,Kurnell WT0155,0
16/04/2014,Prospect East,113.5587655
16/04/2014,Potts Hill,498
16/04/2014,Potts Hill + Prospect East + Kurnell,611.5587655
16/04/2014,Total Prospect + Kurnell,1091.411839
16/04/2014,Tariff Meters,1091.411839
16/04/2014,Total Demand,1346.320607
16/04/2014,Total flow,1338.82
16/04/2014,Illawarra Filtered,72.81376162
17/04/2014,Cascades,8.107305969
17/04/2014,Greaves Creek,1.756560282
17/04/2014,Blue Mtns,9.863866251
17/04/2014,Orchard Hills,54.19568349
17/04/2014,Cascade + Orchard Hills ,64.05954974
17/04/2014,Illawara,72.37786162
17/04/2014,Illawarra Unfiltered,0.04
17/04/2014,Macarthur,68.10242285
17/04/2014,Nepean,9.985929282
17/04/2014,Richmond Windsor,13.58890925
17/04/2014,Warragamba,2.702724465
17/04/2014,Woronora,23.99014088
17/04/2014,Prospect North,186.620648
17/04/2014,Prospect South,102.0113428
17/04/2014,Ryde,198.6198652
17/04/2014,Kurnell WT0155,0
17/04/2014,Prospect East,105.8946712
17/04/2014,Potts Hill,500.3813181
17/04/2014,Potts Hill + Prospect East + Kurnell,606.2759893
17/04/2014,Total Prospect + Kurnell,1093.527845
17/04/2014,Tariff Meters,1093.527845
17/04/2014,Total Demand,1348.335383
17/04/2014,Total flow,1286.27
17/04/2014,Illawarra Filtered,72.33786162
18/04/2014,Cascades,7.607150649
18/04/2014,Greaves Creek,2.723853956
18/04/2014,Blue Mtns,10.33100461
18/04/2014,Orchard Hills,52.99745283
18/04/2014,Cascade + Orchard Hills ,63.32845744
18/04/2014,Illawara,76.43879192
18/04/2014,Illawarra Unfiltered,3.87
18/04/2014,Macarthur,65.6952374
18/04/2014,Nepean,8.691997946
18/04/2014,Richmond Windsor,14.08591927
18/04/2014,Warragamba,2.28403259
18/04/2014,Woronora,22.77733093
18/04/2014,Prospect North,182.1681121
18/04/2014,Prospect South,98.53137211
18/04/2014,Ryde,195.5340389
18/04/2014,Kurnell WT0155,0
18/04/2014,Prospect East,113.1753029
18/04/2014,Potts Hill,491.3318992
18/04/2014,Potts Hill + Prospect East + Kurnell,604.5072021
18/04/2014,Total Prospect + Kurnell,1080.740725
18/04/2014,Tariff Meters,1080.740725
18/04/2014,Total Demand,1334.042493
18/04/2014,Total flow,1309.15
18/04/2014,Illawarra Filtered,72.56879192
19/04/2014,Cascades,9.397180926
19/04/2014,Greaves Creek,3.370129128
19/04/2014,Blue Mtns,12.76731005
19/04/2014,Orchard Hills,58.18596107
19/04/2014,Cascade + Orchard Hills ,70.95327112
19/04/2014,Illawara,77.00587475
19/04/2014,Illawarra Unfiltered,2.08
19/04/2014,Macarthur,68.80366944
19/04/2014,Nepean,8.929490656
19/04/2014,Richmond Windsor,13.34509681
19/04/2014,Warragamba,3.15555987
19/04/2014,Woronora,24.95393735
19/04/2014,Prospect North,189.8969674
19/04/2014,Prospect South,100.2888855
19/04/2014,Ryde,188.6535908
19/04/2014,Kurnell WT0155,0
19/04/2014,Prospect East,100.6045526
19/04/2014,Potts Hill,477.8806394
19/04/2014,Potts Hill + Prospect East + Kurnell,578.485192
19/04/2014,Total Prospect + Kurnell,1057.324636
19/04/2014,Tariff Meters,1057.324636
19/04/2014,Total Demand,1324.471536
19/04/2014,Total flow,1307.28
19/04/2014,Illawarra Filtered,74.92587475
20/04/2014,Cascades,9.180624544
20/04/2014,Greaves Creek,3.825072472
20/04/2014,Blue Mtns,13.00569702
20/04/2014,Orchard Hills,51.8467712
20/04/2014,Cascade + Orchard Hills ,64.85246822
20/04/2014,Illawara,74.65767879
20/04/2014,Illawarra Unfiltered,2.91
20/04/2014,Macarthur,63.95766732
20/04/2014,Nepean,8.012631143
20/04/2014,Richmond Windsor,13.44318113
20/04/2014,Warragamba,2.665476081
20/04/2014,Woronora,23.90812955
20/04/2014,Prospect North,179.6015581
20/04/2014,Prospect South,97.51040475
20/04/2014,Ryde,180.0535165
20/04/2014,Kurnell WT0155,0
20/04/2014,Prospect East,105.1681049
20/04/2014,Potts Hill,470.6619757
20/04/2014,Potts Hill + Prospect East + Kurnell,575.8300806
20/04/2014,Total Prospect + Kurnell,1032.99556
20/04/2014,Tariff Meters,1032.99556
20/04/2014,Total Demand,1284.492792
20/04/2014,Total flow,1354.18
20/04/2014,Illawarra Filtered,71.74767879
21/04/2014,Cascades,8.466639966
21/04/2014,Greaves Creek,3.10997268
21/04/2014,Blue Mtns,11.57661265
21/04/2014,Orchard Hills,51.13940799
21/04/2014,Cascade + Orchard Hills ,62.71602063
21/04/2014,Illawara,73.51913434
21/04/2014,Illawarra Unfiltered,4.28
21/04/2014,Macarthur,61.47252023
21/04/2014,Nepean,8.501371367
21/04/2014,Richmond Windsor,11.83241091
21/04/2014,Warragamba,2.030497629
21/04/2014,Woronora,22.56303534
21/04/2014,Prospect North,175.7836295
21/04/2014,Prospect South,94.70166022
21/04/2014,Ryde,178.6845705
21/04/2014,Kurnell WT0155,0
21/04/2014,Prospect East,94.84361894
21/04/2014,Potts Hill,453.0152611
21/04/2014,Potts Hill + Prospect East + Kurnell,547.85888
21/04/2014,Total Prospect + Kurnell,997.0287402
21/04/2014,Tariff Meters,997.0287402
21/04/2014,Total Demand,1239.663731
21/04/2014,Total flow,1315.92
21/04/2014,Illawarra Filtered,69.23913434
22/04/2014,Cascades,9.117376098
22/04/2014,Greaves Creek,1.86539603
22/04/2014,Blue Mtns,10.98277213
22/04/2014,Orchard Hills,59.56495764
22/04/2014,Cascade + Orchard Hills ,70.54772977
22/04/2014,Illawara,77.95883535
22/04/2014,Illawarra Unfiltered,2.44
22/04/2014,Macarthur,69.66964317
22/04/2014,Nepean,9.861331913
22/04/2014,Richmond Windsor,14.61644944
22/04/2014,Warragamba,3.094446185
22/04/2014,Woronora,26.98096906
22/04/2014,Prospect North,197.3420909
22/04/2014,Prospect South,100.1084043
22/04/2014,Ryde,196.9104881
22/04/2014,Kurnell WT0155,0
22/04/2014,Prospect East,104.9975956
22/04/2014,Potts Hill,487.4225555
22/04/2014,Potts Hill + Prospect East + Kurnell,592.420151
22/04/2014,Total Prospect + Kurnell,1086.781134
22/04/2014,Tariff Meters,1086.781134
22/04/2014,Total Demand,1359.510539
22/04/2014,Total flow,1304
22/04/2014,Illawarra Filtered,75.51883535
23/04/2014,Cascades,8.823527218
23/04/2014,Greaves Creek,2.202366034
23/04/2014,Blue Mtns,11.02589325
23/04/2014,Orchard Hills,56.1328824
23/04/2014,Cascade + Orchard Hills ,67.15877565
23/04/2014,Illawara,85.34864949
23/04/2014,Illawarra Unfiltered,6.1
23/04/2014,Macarthur,44.90693797
23/04/2014,Nepean,9.102498586
23/04/2014,Richmond Windsor,14.31477004
23/04/2014,Warragamba,1.921570074
23/04/2014,Woronora,24.48608154
23/04/2014,Prospect North,191.6001816
23/04/2014,Prospect South,101.6239525
23/04/2014,Ryde,201.9722455
23/04/2014,Kurnell WT0155,0
23/04/2014,Prospect East,114.6190178
23/04/2014,Potts Hill,505.575933
23/04/2014,Potts Hill + Prospect East + Kurnell,620.1949508
23/04/2014,Total Prospect + Kurnell,1115.39133
23/04/2014,Tariff Meters,1115.39133
23/04/2014,Total Demand,1362.630614
23/04/2014,Total flow,1395.79
23/04/2014,Illawarra Filtered,79.24864949
24/04/2014,Cascades,8.865385364
24/04/2014,Greaves Creek,1.762298301
24/04/2014,Blue Mtns,10.62768366
24/04/2014,Orchard Hills,54.80444126
24/04/2014,Cascade + Orchard Hills ,65.43212493
24/04/2014,Illawara,85.49787374
24/04/2014,Illawarra Unfiltered,2.17
24/04/2014,Macarthur,69.04664227
24/04/2014,Nepean,10.79149159
24/04/2014,Richmond Windsor,13.39028741
24/04/2014,Warragamba,2.794857266
24/04/2014,Woronora,24.28730507
24/04/2014,Prospect North,190.9733275
24/04/2014,Prospect South,101.1320804
24/04/2014,Ryde,203.6107886
24/04/2014,Kurnell WT0155,0
24/04/2014,Prospect East,111.0306757
24/04/2014,Potts Hill,512.1818999
24/04/2014,Potts Hill + Prospect East + Kurnell,623.2125756
24/04/2014,Total Prospect + Kurnell,1118.928772
24/04/2014,Tariff Meters,1118.928772
24/04/2014,Total Demand,1390.169354
24/04/2014,Total flow,1346.55
24/04/2014,Illawarra Filtered,83.32787374
25/04/2014,Cascades,8.809159263
25/04/2014,Greaves Creek,1.999051536
25/04/2014,Blue Mtns,10.8082108
25/04/2014,Orchard Hills,55.86373008
25/04/2014,Cascade + Orchard Hills ,66.67194088
25/04/2014,Illawara,83.86952929
25/04/2014,Illawarra Unfiltered,6.6
25/04/2014,Macarthur,70.00204746
25/04/2014,Nepean,8.993225138
25/04/2014,Richmond Windsor,14.91884512
25/04/2014,Warragamba,2.109148493
25/04/2014,Woronora,24.84983459
25/04/2014,Prospect North,191.792436
25/04/2014,Prospect South,101.6492984
25/04/2014,Ryde,197.7672272
25/04/2014,Kurnell WT0155,0
25/04/2014,Prospect East,98.7232693
25/04/2014,Potts Hill,506.1704038
25/04/2014,Potts Hill + Prospect East + Kurnell,604.8936731
25/04/2014,Total Prospect + Kurnell,1096.102635
25/04/2014,Tariff Meters,1096.102635
25/04/2014,Total Demand,1367.517206
25/04/2014,Total flow,1336.84
25/04/2014,Illawarra Filtered,77.26952929
26/04/2014,Cascades,8.110342961
26/04/2014,Greaves Creek,2.955003506
26/04/2014,Blue Mtns,11.06534647
26/04/2014,Orchard Hills,50.55583505
26/04/2014,Cascade + Orchard Hills ,61.62118152
26/04/2014,Illawara,72.88881616
26/04/2014,Illawarra Unfiltered,5.21
26/04/2014,Macarthur,63.36096307
26/04/2014,Nepean,8.004651524
26/04/2014,Richmond Windsor,11.41362264
26/04/2014,Warragamba,2.80059873
26/04/2014,Woronora,22.9341967
26/04/2014,Prospect North,178.0114678
26/04/2014,Prospect South,95.63398654
26/04/2014,Ryde,180.794066
26/04/2014,Kurnell WT0155,0
26/04/2014,Prospect East,97.36358938
26/04/2014,Potts Hill,451.1049511
26/04/2014,Potts Hill + Prospect East + Kurnell,548.4685405
26/04/2014,Total Prospect + Kurnell,1002.908061
26/04/2014,Tariff Meters,1002.908061
26/04/2014,Total Demand,1245.932091
26/04/2014,Total flow,1232.59
26/04/2014,Illawarra Filtered,67.67881616
27/04/2014,Cascades,8.382103803
27/04/2014,Greaves Creek,2.078416848
27/04/2014,Blue Mtns,10.46052065
27/04/2014,Orchard Hills,53.96671159
27/04/2014,Cascade + Orchard Hills ,64.42723224
27/04/2014,Illawara,77.86804646
27/04/2014,Illawarra Unfiltered,3.61
27/04/2014,Macarthur,63.7049443
27/04/2014,Nepean,7.564642458
27/04/2014,Richmond Windsor,13.22284699
27/04/2014,Warragamba,2.337176174
27/04/2014,Woronora,24.06120788
27/04/2014,Prospect North,184.4233554
27/04/2014,Prospect South,94.5672324
27/04/2014,Ryde,187.8247425
27/04/2014,Kurnell WT0155,0
27/04/2014,Prospect East,88.75704374
27/04/2014,Potts Hill,471.6035876
27/04/2014,Potts Hill + Prospect East + Kurnell,560.3606313
27/04/2014,Total Prospect + Kurnell,1027.175962
27/04/2014,Tariff Meters,1027.175962
27/04/2014,Total Demand,1280.362058
27/04/2014,Total flow,1356.78
27/04/2014,Illawarra Filtered,74.25804646
28/04/2014,Cascades,8.635856706
28/04/2014,Greaves Creek,2.035810165
28/04/2014,Blue Mtns,10.67166687
28/04/2014,Orchard Hills,58.69510726
28/04/2014,Cascade + Orchard Hills ,69.36677413
28/04/2014,Illawara,81.45965354
28/04/2014,Illawarra Unfiltered,4.76
28/04/2014,Macarthur,71.75513502
28/04/2014,Nepean,8.45902846
28/04/2014,Richmond Windsor,13.42584812
28/04/2014,Warragamba,1.823572763
28/04/2014,Woronora,26.94205296
28/04/2014,Prospect North,191.9078171
28/04/2014,Prospect South,99.93867603
28/04/2014,Ryde,190.0996473
28/04/2014,Kurnell WT0155,0
28/04/2014,Prospect East,104.4042863
28/04/2014,Potts Hill,475.2848897
28/04/2014,Potts Hill + Prospect East + Kurnell,579.689176
28/04/2014,Total Prospect + Kurnell,1061.635316
28/04/2014,Tariff Meters,1061.635316
28/04/2014,Total Demand,1334.867381
28/04/2014,Total flow,1343.35
28/04/2014,Illawarra Filtered,76.69965354
29/04/2014,Cascades,7.955727338
