Extractor,Field,Field Description,UniqueKey,ForeignKey,DataType,ReferenceTableIndicator,RawTable,CleansedTable,RawColumnName,CleansedColumnName,TransformTag,CustomTransform,Lookup,Ingest?,Lookup Code
BMS_9999999_109,BMS_0002185_8877,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_0002185_8877,bms_21858877,,,,TRUE,
BMS_9999999_109,BMS_0002185_8878,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_0002185_8878,bms_21858878,,,,TRUE,
BMS_9999999_109,BMS_0002185_8879,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_0002185_8879,bms_21858879,,,,TRUE,
BMS_9999999_109,BMS_0002185_8880,,,,DATETIME,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_0002185_8880,bms_21858880,,,,TRUE,
BMS_9999999_109,BMS_0002185_8881,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_0002185_8881,bms_21858881,,,,TRUE,
BMS_9999999_109,BMS_0002185_8882,,,,DATETIME,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_0002185_8882,bms_21858882,,,,TRUE,
BMS_9999999_109,BMS_0002185_8883,,,,DECIMAL,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_0002185_8883,bms_21858883,,,,TRUE,
BMS_9999999_109,BMS_0002185_8900,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_0002185_8900,bms_21858900,,,,TRUE,
BMS_9999999_109,BMS_0002185_8901,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_0002185_8901,bms_21858901,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,,actionCategory,,"concat(BMS_9999999_1696,'||','9999999_322')",lookup-swirl,TRUE,
BMS_9999999_109,BMS_9999999_1696,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_1696,actionCategoryCode,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,,actionDerivedFrom,,"concat(BMS_9999999_8284,'||','9999999_8046')",lookup-swirl,TRUE,
BMS_9999999_109,BMS_9999999_8284,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_8284,actionDerivedFromCode,,,,TRUE,
BMS_9999999_109,BMS_9999999_1130,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_1130,actionDescription,,,,TRUE,
BMS_9999999_109,BMS_9999999_3508,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_3508,actionNumber,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,,actionRelatedIncidentSubType,,"concat(BMS_9999999_8483,'||','9999999_8073')",lookup-swirl,TRUE,
BMS_9999999_109,BMS_9999999_8483,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_8483,actionRelatedIncidentSubTypeCode,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,,actionRelatedIncidentType,,"concat(BMS_9999999_8482,'||','9999999_8072')",lookup-swirl,TRUE,
BMS_9999999_109,BMS_9999999_8482,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_8482,actionRelatedIncidentTypeCode,,,,TRUE,
BMS_9999999_109,BMS_9999999_3512,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_3512,actionTitle,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_102_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_102_ID,assignedByPerson_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_101_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_101_ID,assignedToPerson_FK,,,,TRUE,
BMS_9999999_109,BMS_9999999_3514,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_3514,attachments,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,,closeAction,,"concat(BMS_9999999_8442,'||','9999999_376')",lookup-swirl,TRUE,
BMS_9999999_109,BMS_9999999_8442,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_8442,closeActionCode,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_103_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_103_ID,completedBy_FK,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,,completionCategory,,"concat(BMS_9999999_1698,'||','9999999_323')",lookup-swirl,TRUE,
BMS_9999999_109,BMS_9999999_1698,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_1698,completionCategoryCode,,,,TRUE,
BMS_9999999_109,BMS_9999999_3895,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_3895,completionComments,,,,TRUE,
BMS_9999999_109,BMS_9999999_1136,,,,DATETIME,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_1136,completionDate,,,,TRUE,
BMS_9999999_109,CONTAINEDFLAG,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,CONTAINEDFLAG,containedFlag,,,,TRUE,
BMS_9999999_109,BMS_9999999_1133,,,,DATETIME,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_1133,dateRaised,,,,TRUE,
BMS_9999999_109,BMS_9999999_1131,,,,DATETIME,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_1131,dueDate,,,,TRUE,
BMS_9999999_109,BMS_ID,,Y,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_ID,id,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_131_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_131_ID,incidentAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_0002185_8217_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_0002185_8217_ID,ior_FK,,,,TRUE,
BMS_9999999_109,BMS_9999999_1950,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_1950,lastRecipient,,,,TRUE,
BMS_9999999_109,BMS_9999999_1951,,,,DATETIME,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_1951,lastSent,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_8068_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_8068_ID,lessonsLearnedAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_LOCKED,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_LOCKED,locked,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_8122_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_8122_ID,networkIncidentAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_9999999_3536,,,,DATETIME,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_3536,originalduedate,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_686_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_686_ID,parentAction_FK,,,,TRUE,
BMS_9999999_109,BMS_0002185_8824,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_0002185_8824,parentId,,,,TRUE,
BMS_9999999_109,BMS_0002185_8823,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_0002185_8823,parentLink,,,,TRUE,
BMS_9999999_109,PARENTPROCESSUNIQUEID,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,PARENTPROCESSUNIQUEID,parentProcessUniqueId,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,,priority,,"concat(BMS_9999999_1132,'||','0000001_120')",lookup-swirl,TRUE,
BMS_9999999_109,BMS_9999999_1132,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_1132,priorityCode,,,,TRUE,
BMS_9999999_109,BMS_FK_0002185_8221_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_0002185_8221_ID,raisedBy_FK,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,,relatedConsequenceCategory,,"concat(BMS_0002185_8803,'||','9999999_8027')",lookup-swirl,TRUE,
BMS_9999999_109,BMS_0002185_8803,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_0002185_8803,relatedConsequenceCategoryCode,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,,requestType,,"concat(BMS_9999999_8285,'||','9999999_8047')",lookup-swirl,TRUE,
BMS_9999999_109,BMS_9999999_8285,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_8285,requestTypeCode,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,,requestTypeIfNonConformance,,"concat(BMS_9999999_8288,'||','9999999_8048')",lookup-swirl,TRUE,
BMS_9999999_109,BMS_9999999_8288,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_8288,requestTypeIfNonConformanceCode,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,,sourceOfAction,,"concat(BMS_0002185_8804,'||','0002185_8115')",lookup-swirl,TRUE,
BMS_9999999_109,BMS_0002185_8804,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_0002185_8804,sourceOfActionCode,,,,TRUE,
BMS_9999999_109,STATUS,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,STATUS,status,,,,TRUE,
BMS_9999999_109,UNIQUEID,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,UNIQUEID,uniqueId,,,,TRUE,
BMS_9999999_109,BMS_VERSIONNO,,,,INTEGER,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_VERSIONNO,versionNumber,,,,TRUE,
BMS_9999999_109,BMS_WFTEMPID,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_WFTEMPID,wFTempId,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,,zzNotUsedActionSource,,"concat(BMS_9999999_1695,'||','9999999_321')",lookup-swirl,TRUE,
BMS_9999999_109,BMS_9999999_1695,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_1695,zzNotUsedActionSourceCode,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_8092_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_8092_ID,zzNotUsedAssignedByContact_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_8093_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_8093_ID,zzNotUsedAssignedToContact_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_8031_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_8031_ID,zzNotUsedAuditAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_8004_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_8004_ID,zzNotUsedChangeAuditAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_8020_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_8020_ID,zzNotUsedChangeImplementationPlan_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_852_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_852_ID,zzNotUsedComplianceEventRecommendationActions_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_594_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_594_ID,zzNotUsedControlAsASourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_8074_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_8074_ID,zzNotUsedDebriefAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_8052_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_8052_ID,zzNotUsedFindingsAsSourceOfActions_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_794_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_794_ID,zzNotUsedFormalRootCauseAnalysisAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_984_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_984_ID,zzNotUsedFormalRootCauseAnalysisAsSourceOfAction2_FK,,,,TRUE,
BMS_9999999_109,BMS_9999999_3510,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_3510,zzNotUsedHaveYouSpokenToThisPerson,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_8094_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_8094_ID,zzNotUsedInvestigationAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_9999999_3516,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_3516,zzNotUsedIsThereAParentActionAssociatedWithThisAction,,,,TRUE,
BMS_9999999_109,BMS_9999999_8123,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_8123,zzNotUsedLicenceNonCompliance_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_492_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_492_ID,zzNotUsedLogAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_447_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_447_ID,zzNotUsedObjectiveAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_536_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_536_ID,zzNotUsedPermitAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_477_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_477_ID,zzNotUsedRehabilitationAsSourceOfAction_FK,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,,zzNotUsedRelatedIncidentSubType,,"concat(BMS_9999999_8287,'||','9999999_8034')",lookup-swirl,TRUE,
BMS_9999999_109,BMS_9999999_8287,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_8287,zzNotUsedRelatedIncidentSubTypeCode,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,,zzNotUsedRelatedIncidentType,,"concat(BMS_9999999_8286,'||','9999999_155')",lookup-swirl,TRUE,
BMS_9999999_109,BMS_9999999_8286,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_8286,zzNotUsedRelatedIncidentTypeCode,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_676_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_676_ID,zzNotUsedReturnToWorkAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_706_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_706_ID,zzNotUsedRiskRegisterAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_8158_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_8158_ID,zzNotUsedRootCauseAnlaysisAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_1000_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_1000_ID,zzNotUsedSafetyMeetingAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_621_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_621_ID,zzNotUsedStrategyAssessmentAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_591_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_591_ID,zzNotUsedStrategyAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_690_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_690_ID,zzNotUsedTrainingAsSourceOfActions_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_626_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_626_ID,zzNotUsedTreatmentPlansAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_FK_9999999_642_ID,,,Y,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_FK_9999999_642_ID,zzNotUsedWorkersCompensationAsSourceOfAction_FK,,,,TRUE,
BMS_9999999_109,BMS_9999999_1135,,,,STRING,,raw.swirl_bms_9999999_109,cleansed.swirl_action,BMS_9999999_1135,zzNotUsedWorkOrderNumber,,,,TRUE,
BMS_9999999_103,BMS_9999999_2056,,,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,BMS_9999999_2056,abbreviationCode,,,,TRUE,
BMS_9999999_103,BMS_9999999_3566,,,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,BMS_9999999_3566,active,,,,TRUE,
BMS_9999999_103,BMS_9999999_3882,,,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,BMS_9999999_3882,address,,,,TRUE,
BMS_9999999_103,BMS_9999999_1018,,,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,BMS_9999999_1018,area,,,,TRUE,
BMS_9999999_103,CONTAINEDFLAG,,,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,CONTAINEDFLAG,containedFlag,,,,TRUE,
BMS_9999999_103,BMS_9999999_1019,,,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,BMS_9999999_1019,detailedDescription,,,,TRUE,
BMS_9999999_103,BMS_FK_9999999_156_ID,,,Y,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,BMS_FK_9999999_156_ID,ghgIndicators_FK,,,,TRUE,
BMS_9999999_103,BMS_ID,,Y,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,BMS_ID,id,,,,TRUE,
BMS_9999999_103,BMS_LOCKED,,,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,BMS_LOCKED,locked,,,,TRUE,
BMS_9999999_103,BMS_9999999_2821,,,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,BMS_9999999_2821,mapReference,,,,TRUE,
BMS_9999999_103,BMS_FK_9999999_117_ID,,,Y,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,BMS_FK_9999999_117_ID,parentArea_FK,,,,TRUE,
BMS_9999999_103,PARENTPROCESSUNIQUEID,,,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,PARENTPROCESSUNIQUEID,parentProcessUniqueId,,,,TRUE,
BMS_9999999_103,BMS_FK_9999999_458_ID,,,Y,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,BMS_FK_9999999_458_ID,responsiblePosition_FK,,,,TRUE,
BMS_9999999_103,STATUS,,,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,STATUS,status,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,,typeOfSite,,"concat(BMS_9999999_3256,'||','9999999_689')",lookup-swirl,TRUE,
BMS_9999999_103,BMS_9999999_3256,,,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,BMS_9999999_3256,typeOfSiteCode,,,,TRUE,
BMS_9999999_103,UNIQUEID,,,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,UNIQUEID,uniqueId,,,,TRUE,
BMS_9999999_103,BMS_VERSIONNO,,,,INTEGER,,raw.swirl_bms_9999999_103,cleansed.swirl_area,BMS_VERSIONNO,versionNumber,,,,TRUE,
BMS_9999999_103,BMS_WFTEMPID,,,,STRING,,raw.swirl_bms_9999999_103,cleansed.swirl_area,BMS_WFTEMPID,wFTempId,,,,TRUE,
BMS_9999999_142,BMS_9999999_2786,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,BMS_9999999_2786,abilityToControl,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,,aspectCategory,,"concat(BMS_9999999_1267,'||','9999999_231')",lookup-swirl,TRUE,
BMS_9999999_142,BMS_9999999_1267,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,BMS_9999999_1267,aspectCategoryCode,,,,TRUE,
BMS_9999999_142,BMS_9999999_2019,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,BMS_9999999_2019,aspectDescription,,,,TRUE,
BMS_9999999_142,BMS_9999999_1264,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,BMS_9999999_1264,aspectNumber,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,,aspectRating,,"concat(BMS_9999999_1266,'||','0000001_2')",lookup-swirl,TRUE,
BMS_9999999_142,BMS_9999999_1266,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,BMS_9999999_1266,aspectRatingCode,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,,aspectStatus,,"concat(BMS_9999999_2785,'||','9999999_615')",lookup-swirl,TRUE,
BMS_9999999_142,BMS_9999999_2785,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,BMS_9999999_2785,aspectStatusCode,,,,TRUE,
BMS_9999999_142,BMS_9999999_2783,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,BMS_9999999_2783,aspectTitle,,,,TRUE,
BMS_9999999_142,CONTAINEDFLAG,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,CONTAINEDFLAG,containedFlag,,,,TRUE,
BMS_9999999_142,BMS_9999999_1265,,,,DATETIME,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,BMS_9999999_1265,dateRecorded,,,,TRUE,
BMS_9999999_142,BMS_ID,,Y,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,BMS_ID,id,,,,TRUE,
BMS_9999999_142,BMS_LOCKED,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,BMS_LOCKED,locked,,,,TRUE,
,,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,,occurrence,,"concat(BMS_9999999_2784,'||','9999999_612')",lookup-swirl,TRUE,
BMS_9999999_142,BMS_9999999_2784,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,BMS_9999999_2784,occurrenceCode,,,,TRUE,
BMS_9999999_142,PARENTPROCESSUNIQUEID,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,PARENTPROCESSUNIQUEID,parentProcessUniqueId,,,,TRUE,
BMS_9999999_142,STATUS,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,STATUS,status,,,,TRUE,
BMS_9999999_142,UNIQUEID,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,UNIQUEID,uniqueId,,,,TRUE,
BMS_9999999_142,BMS_VERSIONNO,,,,INTEGER,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,BMS_VERSIONNO,versionNumber,,,,TRUE,
BMS_9999999_142,BMS_WFTEMPID,,,,STRING,,raw.swirl_bms_9999999_142,cleansed.swirl_aspect,BMS_WFTEMPID,wFTempId,,,,TRUE,
BMS_9999999_838,BMS_9999999_8424,,,,STRING,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_9999999_8424,assetDescription,,,,TRUE,
BMS_9999999_838,BMS_9999999_8425,,,,STRING,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_9999999_8425,assetNumber,,,,TRUE,
BMS_9999999_838,BMS_9999999_8426,,,,DATETIME,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_9999999_8426,assetServiceResumedDate,,,,TRUE,
BMS_9999999_838,BMS_9999999_8427,,,,DATETIME,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_9999999_8427,assetServiceResumedTime,,,,TRUE,
BMS_9999999_838,CONTAINEDFLAG,,,,STRING,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,CONTAINEDFLAG,containedFlag,,,,TRUE,
BMS_9999999_838,BMS_9999999_8428,,,,DATETIME,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_9999999_8428,dateManualCalculationEntered,,,,TRUE,
BMS_9999999_838,BMS_9999999_8491,,,,FLOAT,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_9999999_8491,duration,,,,TRUE,
BMS_9999999_838,BMS_0002185_8831,,,,FLOAT,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_0002185_8831,flowRate,,,,TRUE,
BMS_9999999_838,BMS_ID,,Y,,STRING,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_ID,id,,,,TRUE,
BMS_9999999_838,BMS_FK_9999999_8152_ID,,,Y,STRING,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_FK_9999999_8152_ID,incident_FK,,,,TRUE,
BMS_9999999_838,BMS_9999999_8429,,,,FLOAT,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_9999999_8429,interimEscapeVolume,,,,TRUE,
BMS_9999999_838,BMS_9999999_8277,,,,DATETIME,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_9999999_8277,leakOverflowCeasedDate,,,,TRUE,
BMS_9999999_838,BMS_9999999_8496,,,,DATETIME,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_9999999_8496,leakOverflowCeasedTime2,,,,TRUE,
BMS_9999999_838,BMS_9999999_8500,,,,STRING,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_9999999_8500,legacyId,,,,TRUE,
BMS_9999999_838,BMS_LOCKED,,,,STRING,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_LOCKED,locked,,,,TRUE,
BMS_9999999_838,BMS_9999999_8432,,,,STRING,,raw.swirl_bms_9999999_838,cleansed.swirl_asset_information,BMS_9999999_8432,manualVolumeCalculation,,,,TRUE,
